timestamp,sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,ux,uy
1744752135.2225041,"-0.12,-0.13,-0.01,-0.07,-0.15,-0.07,3.24,165.07,-8.87,0.00,0.00"
1744752135.246078,"-0.12,-0.13,0.04,-0.05,-0.11,-0.00,3.26,165.11,-8.80,0.00,0.00"
1744752135.2693975,"-0.14,-0.07,-0.02,-0.04,-0.05,-0.05,3.27,165.16,-8.85,0.00,0.00"
1744752135.29245,"-0.12,-0.17,-0.01,-0.02,-0.10,0.01,3.29,165.12,-8.78,0.00,0.00"
1744752135.315088,"-0.05,-0.11,0.01,-0.07,-0.13,0.04,3.24,165.08,-8.76,0.00,0.00"
1744752135.3372073,"-0.09,-0.17,0.01,-0.07,-0.07,-0.01,3.24,165.15,-8.81,0.00,0.00"
1744752135.36085,"-0.09,-0.12,-0.04,-0.06,-0.10,-0.03,3.25,165.12,-8.83,0.00,0.00"
1744752135.3842986,"-0.11,-0.12,-0.00,-0.01,-0.11,-0.02,3.30,165.11,-8.82,0.00,0.00"
1744752135.4066355,"-0.06,-0.10,-0.05,-0.06,-0.12,-0.07,3.25,165.09,-8.86,0.00,0.00"
1744752135.4296136,"-0.12,-0.11,-0.01,-0.05,-0.09,0.02,3.26,165.12,-8.78,0.00,0.00"
1744752135.452924,"-0.08,-0.11,-0.04,-0.10,-0.08,-0.02,3.21,165.13,-8.81,0.00,0.00"
1744752135.476444,"-0.15,-0.14,0.03,-0.09,-0.08,0.00,3.22,165.13,-8.79,0.00,0.00"
1744752135.4975476,"-0.08,-0.13,-0.04,-0.06,-0.08,0.03,3.25,165.13,-8.77,0.00,0.00"
1744752135.5223677,"-0.13,-0.13,-0.02,-0.03,-0.04,-0.05,3.28,165.17,-8.84,0.00,0.00"
1744752135.5439186,"-0.19,-0.07,-0.00,-0.07,-0.11,-0.06,3.24,165.10,-8.85,0.00,0.00"
1744752135.5672352,"-0.10,-0.14,-0.03,0.02,-0.10,-0.02,3.33,165.11,-8.82,0.00,0.00"
1744752135.5905552,"-0.09,-0.13,-0.04,-0.04,-0.06,-0.03,3.27,165.15,-8.83,0.00,0.00"
1744752135.614667,"-0.11,-0.12,0.04,-0.07,-0.04,-0.04,3.24,165.18,-8.83,0.00,0.00"
1744752135.6376424,"-0.08,-0.12,0.03,-0.06,-0.13,0.03,3.25,165.08,-8.77,0.00,0.00"
1744752135.6611133,"-0.09,-0.12,-0.03,-0.02,-0.12,-0.00,3.29,165.09,-8.80,0.00,0.00"
1744752135.682855,"-0.08,-0.13,0.00,-0.03,-0.12,-0.01,3.29,165.09,-8.80,0.00,0.00"
1744752135.7060084,"-0.11,-0.12,0.03,-0.03,-0.08,0.03,3.28,165.13,-8.77,0.00,0.00"
1744752135.7287052,"-0.06,-0.10,-0.01,-0.08,-0.07,0.00,3.23,165.14,-8.80,0.00,0.00"
1744752135.7516863,"-0.08,-0.12,-0.02,-0.06,-0.07,-0.03,3.25,165.14,-8.82,0.00,0.00"
1744752135.7747016,"-0.15,-0.14,-0.03,-0.00,-0.12,-0.07,3.31,165.09,-8.86,0.00,0.00"
1744752135.7988496,"-0.12,-0.10,-0.05,-0.06,-0.12,-0.06,3.25,165.10,-8.86,0.00,0.00"
1744752135.8208983,"-0.09,-0.14,-0.01,-0.05,-0.08,-0.02,3.26,165.13,-8.82,0.00,0.00"
1744752135.8434467,"-0.14,-0.11,0.00,-0.04,-0.09,0.01,3.27,165.12,-8.79,0.00,0.00"
1744752135.8674324,"-0.12,-0.12,-0.04,-0.05,-0.08,-0.04,3.26,165.13,-8.84,0.00,0.00"
1744752135.8903775,"-0.14,-0.13,-0.00,-0.11,-0.10,-0.03,3.21,165.11,-8.83,0.00,0.00"
1744752135.9133704,"-0.12,-0.11,0.01,-0.04,-0.10,-0.03,3.27,165.12,-8.83,0.00,0.00"
1744752135.9353664,"-0.09,-0.16,-0.01,-0.07,-0.12,-0.05,3.24,165.09,-8.84,0.00,0.00"
1744752135.9598343,"-0.11,-0.07,-0.03,-0.06,-0.08,-0.05,3.26,165.13,-8.85,0.00,0.00"
1744752135.9816918,"-0.11,-0.13,0.02,-0.05,-0.07,-0.00,3.26,165.14,-8.80,0.00,0.00"
1744752136.0047684,"-0.14,-0.12,0.03,0.01,-0.11,-0.04,3.32,165.10,-8.84,0.00,0.00"
1744752136.0285842,"-0.12,-0.13,-0.02,-0.03,-0.10,-0.04,3.28,165.12,-8.84,0.00,0.00"
1744752136.0508614,"-0.05,-0.11,-0.08,-0.03,-0.13,-0.05,3.28,165.09,-8.84,0.00,0.00"
1744752136.0744069,"-0.08,-0.14,0.03,-0.04,-0.09,-0.01,3.27,165.12,-8.81,0.00,0.00"
1744752136.097618,"-0.13,-0.15,-0.00,-0.03,-0.06,-0.03,3.28,165.15,-8.83,0.00,0.00"
1744752136.1206026,"-0.10,-0.14,-0.02,-0.11,-0.12,0.02,3.20,165.09,-8.78,0.00,0.00"
1744752136.1434095,"-0.16,-0.15,0.02,-0.06,-0.11,0.01,3.25,165.11,-8.79,0.00,0.00"
1744752136.166957,"-0.13,-0.14,0.01,-0.05,-0.05,-0.02,3.26,165.16,-8.82,0.00,0.00"
1744752136.189804,"-0.12,-0.16,-0.00,-0.09,-0.13,0.00,3.22,165.08,-8.80,0.00,0.00"
1744752136.2117872,"-0.05,-0.11,0.00,-0.06,-0.05,-0.02,3.25,165.16,-8.81,0.00,0.00"
1744752136.236038,"-0.11,-0.12,0.01,-0.07,-0.07,-0.03,3.24,165.14,-8.83,0.00,0.00"
1744752136.2582355,"-0.11,-0.14,0.02,-0.06,-0.12,-0.05,3.25,165.09,-8.84,0.00,0.00"
1744752136.2812736,"-0.09,-0.15,-0.03,-0.07,-0.07,-0.01,3.24,165.14,-8.80,0.00,0.00"
1744752136.3040657,"-0.06,-0.14,-0.03,-0.05,-0.12,-0.04,3.26,165.09,-8.84,0.00,0.00"
1744752136.3276942,"-0.16,-0.14,0.01,-0.04,-0.09,-0.06,3.27,165.13,-8.86,0.00,0.00"
1744752136.349718,"-0.14,-0.15,0.02,-0.07,-0.05,-0.02,3.24,165.17,-8.82,0.00,0.00"
1744752136.3728435,"-0.09,-0.11,0.00,-0.08,-0.08,0.03,3.23,165.13,-8.77,0.00,0.00"
1744752136.3963356,"-0.09,-0.13,0.05,-0.10,-0.11,0.01,3.21,165.11,-8.78,0.00,0.00"
1744752136.4193583,"-0.12,-0.10,0.03,-0.05,-0.15,0.02,3.26,165.06,-8.77,0.00,0.00"
1744752136.4420173,"-0.08,-0.13,-0.03,-0.05,-0.09,-0.01,3.26,165.12,-8.81,0.00,0.00"
1744752136.46556,"-0.14,-0.12,-0.02,0.02,-0.02,-0.00,3.33,165.19,-8.80,0.00,0.00"
1744752136.4884133,"-0.10,-0.13,-0.02,-0.07,-0.09,-0.02,3.24,165.13,-8.82,0.00,0.00"
1744752136.5115685,"-0.14,-0.12,-0.02,-0.07,-0.13,-0.04,3.24,165.08,-8.83,0.00,0.00"
1744752136.534418,"-0.10,-0.12,-0.06,-0.05,-0.12,-0.02,3.26,165.10,-8.82,0.00,0.00"
1744752136.5570116,"-0.09,-0.09,0.05,-0.13,-0.09,-0.03,3.18,165.12,-8.83,0.00,0.00"
1744752136.5797126,"-0.09,-0.12,-0.04,-0.03,-0.12,-0.01,3.28,165.09,-8.81,0.00,0.00"
1744752136.6042817,"-0.14,-0.11,-0.01,-0.07,-0.03,0.01,3.25,165.18,-8.79,0.00,0.00"
1744752136.627294,"-0.14,-0.09,-0.04,-0.08,-0.08,-0.04,3.23,165.13,-8.84,0.00,0.00"
1744752136.6492772,"-0.14,-0.13,0.02,-0.06,-0.05,-0.00,3.25,165.16,-8.80,0.00,0.00"
1744752136.672506,"-0.15,-0.10,-0.00,-0.09,-0.10,0.04,3.22,165.11,-8.75,0.00,0.00"
1744752136.6954954,"-0.07,-0.09,-0.06,-0.02,-0.10,0.07,3.29,165.12,-8.73,0.00,0.00"
1744752136.7181494,"-0.13,-0.14,0.00,-0.06,-0.09,-0.02,3.25,165.12,-8.82,0.00,0.00"
1744752136.7411432,"-0.12,-0.08,-0.02,-0.04,-0.05,-0.03,3.27,165.17,-8.83,0.00,0.00"
1744752136.7643218,"-0.14,-0.12,-0.00,-0.00,-0.13,-0.03,3.31,165.08,-8.82,0.00,0.00"
1744752136.787664,"-0.13,-0.10,-0.01,-0.02,-0.10,0.05,3.29,165.11,-8.75,0.00,0.00"
1744752136.8100774,"-0.14,-0.13,-0.01,-0.05,-0.09,-0.06,3.26,165.12,-8.86,0.00,0.00"
1744752136.8333347,"-0.09,-0.10,-0.03,-0.02,-0.08,-0.04,3.29,165.13,-8.84,0.00,0.00"
1744752136.8549385,"-0.09,-0.07,-0.01,-0.04,-0.09,-0.04,3.27,165.12,-8.84,0.00,0.00"
1744752136.87912,"-0.10,-0.10,0.02,-0.04,-0.11,0.01,3.27,165.10,-8.79,0.00,0.00"
1744752136.9016297,"-0.16,-0.11,0.00,-0.04,-0.10,-0.08,3.27,165.11,-8.87,0.00,0.00"
1744752136.924927,"-0.13,-0.12,-0.01,-0.06,-0.09,-0.01,3.25,165.12,-8.80,0.00,0.00"
1744752136.9479272,"-0.13,-0.15,-0.05,-0.02,-0.11,-0.02,3.29,165.10,-8.81,0.00,0.00"
1744752136.9718494,"-0.10,-0.12,-0.02,-0.06,-0.10,-0.05,3.25,165.11,-8.85,0.00,0.00"
1744752136.9945033,"-0.13,-0.13,-0.01,-0.04,-0.08,-0.01,3.27,165.13,-8.81,0.00,0.00"
1744752137.017952,"-0.11,-0.10,-0.04,-0.04,-0.12,-0.03,3.27,165.10,-8.82,0.00,0.00"
1744752137.0403423,"-0.10,-0.12,-0.00,-0.11,-0.09,-0.04,3.20,165.12,-8.84,0.00,0.00"
1744752137.0630555,"-0.10,-0.10,-0.01,-0.05,-0.06,-0.03,3.26,165.15,-8.83,0.00,0.00"
1744752137.0864325,"-0.13,-0.14,-0.03,0.00,-0.09,-0.05,3.31,165.13,-8.84,0.00,0.00"
1744752137.1095128,"-0.12,-0.13,-0.03,-0.05,-0.08,-0.03,3.26,165.13,-8.82,0.00,0.00"
1744752137.132341,"-0.05,-0.09,-0.00,-0.08,-0.08,-0.01,3.23,165.13,-8.81,0.00,0.00"
1744752137.1557965,"-0.11,-0.14,0.01,-0.04,-0.08,0.04,3.27,165.13,-8.75,0.00,0.00"
1744752137.1776223,"-0.12,-0.11,-0.03,-0.06,-0.08,-0.06,3.25,165.13,-8.85,0.00,0.00"
1744752137.2022188,"-0.12,-0.12,-0.00,0.00,-0.13,-0.02,3.31,165.08,-8.81,0.00,0.00"
1744752137.2250354,"-0.12,-0.14,0.00,-0.03,-0.11,-0.04,3.28,165.11,-8.84,0.00,0.00"
1744752137.2474666,"-0.09,-0.12,0.02,-0.02,-0.10,-0.04,3.29,165.11,-8.84,0.00,0.00"
1744752137.270425,"-0.10,-0.07,0.04,-0.01,-0.14,-0.04,3.30,165.07,-8.84,0.00,0.00"
1744752137.2936845,"-0.11,-0.11,-0.01,-0.07,-0.08,-0.01,3.24,165.13,-8.80,0.00,0.00"
1744752137.3166773,"-0.10,-0.11,-0.01,-0.06,-0.14,-0.01,3.25,165.07,-8.80,0.00,0.00"
1744752137.33987,"-0.11,-0.17,-0.05,-0.03,-0.06,0.01,3.28,165.15,-8.79,0.00,0.00"
1744752137.3621142,"-0.13,-0.12,-0.06,0.00,-0.11,-0.05,3.31,165.10,-8.85,0.00,0.00"
1744752137.3863957,"-0.08,-0.11,0.03,-0.01,-0.08,0.00,3.30,165.14,-8.79,0.00,0.00"
1744752137.408378,"-0.10,-0.15,-0.02,-0.03,-0.10,-0.05,3.28,165.11,-8.85,0.00,0.00"
1744752137.4314437,"-0.09,-0.17,-0.01,0.01,-0.13,-0.02,3.32,165.08,-8.82,0.00,0.00"
1744752137.4550924,"-0.08,-0.14,-0.00,-0.02,-0.13,-0.03,3.29,165.08,-8.83,0.00,0.00"
1744752137.4779308,"-0.11,-0.16,-0.03,-0.09,-0.08,-0.04,3.22,165.13,-8.84,0.00,0.00"
1744752137.50158,"-0.14,-0.11,0.01,-0.03,-0.08,-0.02,3.28,165.13,-8.82,0.00,0.00"
1744752137.5237806,"-0.10,-0.11,-0.03,-0.06,-0.10,-0.02,3.25,165.11,-8.82,0.00,0.00"
1744752137.545244,"-0.11,-0.12,-0.01,-0.08,-0.06,-0.03,3.23,165.15,-8.83,0.00,0.00"
1744752137.5686884,"-0.08,-0.11,-0.05,-0.06,-0.09,-0.04,3.25,165.12,-8.83,0.00,0.00"
1744752137.592837,"-0.11,-0.05,0.01,-0.06,-0.07,0.00,3.25,165.14,-8.79,0.00,0.00"
1744752137.6158335,"-0.12,-0.15,-0.03,-0.05,-0.13,-0.05,3.26,165.08,-8.85,0.00,0.00"
1744752137.6385732,"-0.12,-0.10,-0.03,-0.11,-0.09,-0.04,3.21,165.12,-8.84,0.00,0.00"
1744752137.6618617,"-0.15,-0.10,-0.01,-0.06,-0.10,-0.01,3.26,165.11,-8.81,0.00,0.00"
1744752137.6856465,"-0.12,-0.10,-0.04,-0.09,-0.11,0.06,3.23,165.11,-8.74,0.00,0.00"
1744752137.708422,"-0.08,-0.09,-0.01,-0.04,-0.08,-0.05,3.27,165.13,-8.85,0.00,0.00"
1744752137.731106,"-0.12,-0.08,-0.03,-0.02,-0.07,0.05,3.29,165.14,-8.75,0.00,0.00"
1744752137.754473,"-0.16,-0.12,0.01,-0.11,-0.12,0.01,3.20,165.10,-8.79,0.00,0.00"
1744752137.776938,"-0.15,-0.14,-0.03,-0.07,-0.12,-0.02,3.24,165.10,-8.82,0.00,0.00"
1744752137.8006241,"-0.15,-0.10,-0.03,-0.05,-0.07,-0.01,3.26,165.14,-8.81,0.00,0.00"
1744752137.8233597,"-0.13,-0.14,0.01,-0.04,-0.10,0.05,3.27,165.11,-8.75,0.00,0.00"
1744752137.8457556,"-0.14,-0.12,0.00,-0.06,-0.07,-0.01,3.25,165.14,-8.81,0.00,0.00"
1744752137.8688264,"-0.12,-0.16,0.02,-0.09,-0.08,-0.03,3.22,165.13,-8.83,0.00,0.00"
1744752137.891504,"-0.13,-0.11,-0.03,0.00,-0.13,0.02,3.31,165.09,-8.78,0.00,0.00"
1744752137.9148905,"-0.11,-0.11,-0.03,-0.09,-0.05,0.01,3.22,165.17,-8.78,0.00,0.00"
1744752137.9378424,"-0.12,-0.08,-0.02,-0.02,-0.08,-0.00,3.29,165.14,-8.80,0.00,0.00"
1744752137.9605324,"-0.12,-0.12,-0.01,-0.08,-0.10,-0.05,3.23,165.11,-8.85,0.00,0.00"
1744752137.9832587,"-0.08,-0.15,-0.06,-0.08,-0.06,0.00,3.23,165.15,-8.80,0.00,0.00"
1744752138.0066903,"-0.14,-0.11,0.00,-0.03,-0.16,0.02,3.28,165.05,-8.78,0.00,0.00"
1744752138.0302818,"-0.10,-0.10,-0.01,-0.07,-0.08,-0.00,3.24,165.13,-8.80,0.00,0.00"
1744752138.0531561,"-0.09,-0.11,-0.06,-0.05,-0.12,-0.01,3.26,165.09,-8.81,0.00,0.00"
1744752138.0760856,"-0.10,-0.15,0.02,-0.04,-0.06,0.01,3.27,165.16,-8.79,0.00,0.00"
1744752138.0993037,"-0.10,-0.12,0.02,-0.02,-0.09,0.05,3.29,165.12,-8.75,0.00,0.00"
1744752138.1222906,"-0.15,-0.12,-0.00,-0.10,-0.09,0.01,3.21,165.12,-8.79,0.00,0.00"
1744752138.144755,"-0.11,-0.13,-0.02,-0.00,-0.09,-0.04,3.31,165.12,-8.83,0.00,0.00"
1744752138.1677692,"-0.12,-0.10,-0.07,-0.01,-0.10,-0.04,3.30,165.11,-8.83,0.00,0.00"
1744752138.1906977,"-0.10,-0.08,0.01,0.01,-0.08,-0.00,3.32,165.13,-8.80,0.00,0.00"
1744752138.2135394,"-0.11,-0.09,-0.03,-0.02,-0.08,0.01,3.29,165.14,-8.79,0.00,0.00"
1744752138.2376132,"-0.20,-0.11,-0.07,-0.04,-0.10,0.02,3.27,165.11,-8.78,0.00,0.00"
1744752138.260399,"-0.10,-0.11,-0.03,-0.09,-0.08,-0.04,3.22,165.13,-8.84,0.00,0.00"
1744752138.2837439,"-0.12,-0.09,-0.00,-0.02,-0.10,-0.04,3.30,165.11,-8.84,0.00,0.00"
1744752138.3064933,"-0.09,-0.10,-0.02,-0.03,-0.13,-0.03,3.29,165.09,-8.82,0.00,0.00"
1744752138.3292348,"-0.13,-0.10,-0.04,-0.06,-0.09,-0.03,3.25,165.12,-8.83,0.00,0.00"
1744752138.3521433,"-0.11,-0.14,-0.02,-0.04,-0.11,-0.01,3.27,165.11,-8.80,0.00,0.00"
1744752138.3744433,"-0.10,-0.15,-0.05,-0.08,-0.09,0.00,3.23,165.12,-8.80,0.00,0.00"
1744752138.397611,"-0.13,-0.13,-0.01,0.02,-0.10,-0.01,3.33,165.12,-8.81,0.00,0.00"
1744752138.4214287,"-0.15,-0.16,0.02,-0.02,-0.08,-0.04,3.29,165.13,-8.84,0.00,0.00"
1744752138.44368,"-0.07,-0.15,-0.01,-0.07,-0.13,0.01,3.25,165.08,-8.79,0.00,0.00"
1744752138.46671,"-0.09,-0.12,-0.02,-0.05,-0.10,0.01,3.26,165.11,-8.79,0.00,0.00"
1744752138.4904983,"-0.13,-0.08,0.02,-0.02,-0.15,-0.02,3.29,165.06,-8.81,0.00,0.00"
1744752138.5140903,"-0.14,-0.12,-0.02,-0.08,-0.10,0.00,3.23,165.11,-8.79,0.00,0.00"
1744752138.5351045,"-0.05,-0.08,-0.01,-0.04,-0.11,0.01,3.27,165.11,-8.79,0.00,0.00"
1744752138.5580957,"-0.08,-0.13,0.03,-0.03,-0.12,-0.02,3.28,165.10,-8.82,0.00,0.00"
1744752138.581229,"-0.12,-0.10,0.02,-0.06,-0.09,-0.03,3.25,165.12,-8.82,0.00,0.00"
1744752138.6050928,"-0.12,-0.14,-0.04,-0.07,-0.02,-0.05,3.24,165.19,-8.84,0.00,0.00"
1744752138.6281283,"-0.14,-0.12,0.02,-0.07,-0.06,-0.01,3.24,165.15,-8.80,0.00,0.00"
1744752138.6514645,"-0.13,-0.09,-0.02,-0.07,-0.10,0.00,3.24,165.11,-8.79,0.00,0.00"
1744752138.6748595,"-0.13,-0.12,0.02,-0.08,-0.09,-0.02,3.23,165.12,-8.81,0.00,0.00"
1744752138.6986852,"-0.12,-0.10,-0.01,-0.08,-0.09,-0.05,3.23,165.12,-8.84,0.00,0.00"
1744752138.720085,"-0.13,-0.10,-0.03,0.03,-0.09,-0.05,3.34,165.12,-8.85,0.00,0.00"
1744752138.7434964,"-0.14,-0.07,-0.01,-0.06,-0.09,-0.01,3.25,165.12,-8.81,0.00,0.00"
1744752138.7658112,"-0.09,-0.14,0.01,-0.09,-0.08,-0.02,3.22,165.14,-8.82,0.00,0.00"
1744752138.7897549,"-0.16,-0.08,-0.04,-0.02,-0.13,-0.06,3.29,165.08,-8.86,0.00,0.00"
1744752138.8133516,"-0.12,-0.17,-0.03,-0.02,-0.09,-0.02,3.30,165.12,-8.82,0.00,0.00"
1744752138.8352854,"-0.11,-0.16,-0.05,-0.01,-0.14,-0.03,3.30,165.07,-8.82,0.00,0.00"
1744752138.8579524,"-0.10,-0.13,-0.04,-0.05,-0.08,0.00,3.26,165.13,-8.80,0.00,0.00"
1744752138.88182,"-0.11,-0.09,-0.03,-0.05,-0.08,-0.05,3.26,165.13,-8.85,0.00,0.00"
1744752138.903819,"-0.12,-0.17,0.01,-0.02,-0.07,-0.05,3.29,165.14,-8.85,0.00,0.00"
1744752138.9280863,"-0.10,-0.17,-0.01,-0.04,-0.09,-0.05,3.27,165.12,-8.85,0.00,0.00"
1744752138.9508653,"-0.14,-0.08,0.00,-0.01,-0.10,-0.02,3.30,165.11,-8.82,0.00,0.00"
1744752138.9730363,"-0.11,-0.09,0.01,-0.10,-0.11,-0.00,3.21,165.10,-8.80,0.00,0.00"
1744752138.9968586,"-0.12,-0.14,-0.01,-0.08,-0.08,-0.06,3.23,165.13,-8.86,0.00,0.00"
1744752139.0197957,"-0.08,-0.08,-0.01,-0.05,-0.09,-0.01,3.26,165.12,-8.81,0.00,0.00"
1744752139.0431328,"-0.14,-0.14,-0.04,-0.05,-0.06,-0.04,3.26,165.15,-8.84,0.00,0.00"
1744752139.065599,"-0.13,-0.12,0.02,-0.00,-0.07,-0.04,3.31,165.14,-8.83,0.00,0.00"
1744752139.0885742,"-0.09,-0.10,-0.02,-0.10,-0.11,-0.02,3.21,165.10,-8.82,0.00,0.00"
1744752139.111669,"-0.15,-0.10,-0.05,-0.02,-0.07,-0.04,3.29,165.14,-8.84,0.00,0.00"
1744752139.135029,"-0.14,-0.09,0.02,-0.06,-0.06,-0.01,3.25,165.15,-8.80,0.00,0.00"
1744752139.1579232,"-0.09,-0.13,-0.01,-0.04,-0.08,-0.04,3.27,165.13,-8.84,0.00,0.00"
1744752139.181053,"-0.10,-0.15,-0.02,-0.02,-0.07,0.01,3.29,165.14,-8.79,0.00,0.00"
1744752139.2030618,"-0.15,-0.14,0.01,-0.03,-0.13,-0.05,3.28,165.08,-8.84,0.00,0.00"
1744752139.2270925,"-0.17,-0.10,-0.03,-0.05,-0.10,-0.01,3.26,165.11,-8.80,0.00,0.00"
1744752139.2497294,"-0.13,-0.16,-0.00,-0.01,-0.10,0.07,3.30,165.12,-8.73,0.00,0.00"
1744752139.2719707,"-0.11,-0.16,0.00,-0.07,-0.08,0.02,3.24,165.13,-8.78,0.00,0.00"
1744752139.296057,"-0.07,-0.13,-0.00,-0.06,-0.05,0.01,3.25,165.16,-8.78,0.00,0.00"
1744752139.3185637,"-0.11,-0.12,-0.03,-0.06,-0.11,-0.01,3.25,165.10,-8.81,0.00,0.00"
1744752139.3411403,"-0.11,-0.14,-0.02,-0.03,-0.11,-0.06,3.28,165.11,-8.85,0.00,0.00"
1744752139.3641658,"-0.13,-0.13,-0.00,-0.08,-0.14,-0.00,3.24,165.07,-8.80,0.00,0.00"
1744752139.387031,"-0.12,-0.10,0.02,-0.06,-0.11,-0.02,3.25,165.10,-8.82,0.00,0.00"
1744752139.410336,"-0.18,-0.12,0.05,-0.04,-0.07,-0.02,3.28,165.14,-8.82,0.00,0.00"
1744752139.4345052,"-0.16,-0.16,0.01,-0.06,-0.07,0.01,3.25,165.15,-8.79,0.00,0.00"
1744752139.456389,"-0.11,-0.14,-0.03,-0.03,-0.07,-0.03,3.28,165.14,-8.82,0.00,0.00"
1744752139.4796348,"-0.09,-0.10,0.02,-0.06,-0.07,-0.02,3.25,165.14,-8.82,0.00,0.00"
1744752139.503136,"-0.12,-0.09,-0.05,-0.10,-0.08,-0.02,3.21,165.13,-8.81,0.00,0.00"
1744752139.5259802,"-0.11,-0.18,-0.02,-0.04,-0.12,-0.00,3.28,165.09,-8.80,0.00,0.00"
1744752139.5476294,"-0.12,-0.12,-0.02,-0.03,-0.11,-0.03,3.28,165.10,-8.82,0.00,0.00"
1744752139.5718832,"-0.10,-0.14,0.02,-0.01,-0.08,-0.05,3.30,165.13,-8.85,0.00,0.00"
1744752139.5943398,"-0.07,-0.13,-0.02,-0.07,-0.07,-0.06,3.24,165.15,-8.86,0.00,0.00"
1744752139.6183414,"-0.10,-0.11,-0.02,-0.03,-0.12,-0.03,3.28,165.09,-8.83,0.00,0.00"
1744752139.640811,"-0.10,-0.16,-0.03,-0.04,-0.12,0.02,3.27,165.09,-8.77,0.00,0.00"
1744752139.664609,"-0.12,-0.14,-0.04,-0.07,-0.08,-0.02,3.24,165.14,-8.82,0.00,0.00"
1744752139.6871877,"-0.05,-0.11,-0.02,-0.08,-0.02,-0.02,3.23,165.19,-8.81,0.00,0.00"
1744752139.709195,"-0.13,-0.15,-0.01,-0.08,-0.12,-0.00,3.23,165.09,-8.80,0.00,0.00"
1744752139.7334077,"-0.15,-0.13,0.00,-0.05,-0.06,-0.03,3.26,165.15,-8.82,0.00,0.00"
1744752139.755426,"-0.14,-0.17,0.02,-0.06,-0.10,-0.04,3.25,165.11,-8.84,0.00,0.00"
1744752139.7784324,"-0.07,-0.11,-0.04,-0.04,-0.07,-0.01,3.27,165.14,-8.81,0.00,0.00"
1744752139.8016884,"-0.09,-0.13,0.01,-0.06,-0.10,-0.00,3.25,165.12,-8.80,0.00,0.00"
1744752139.8259284,"-0.09,-0.11,-0.00,-0.07,-0.06,0.03,3.24,165.15,-8.77,0.00,0.00"
1744752139.8479393,"-0.11,-0.08,-0.02,0.00,-0.08,-0.03,3.32,165.13,-8.82,0.00,0.00"
1744752139.870878,"-0.08,-0.12,0.04,-0.04,-0.06,0.02,3.27,165.15,-8.78,0.00,0.00"
1744752139.8939183,"-0.08,-0.13,-0.04,-0.03,-0.13,-0.03,3.28,165.08,-8.83,0.00,0.00"
1744752139.916854,"-0.11,-0.12,-0.02,-0.04,-0.11,-0.00,3.27,165.10,-8.80,0.00,0.00"
1744752139.9396622,"-0.12,-0.13,-0.05,-0.04,-0.09,-0.01,3.28,165.12,-8.81,0.00,0.00"
1744752139.9634502,"-0.06,-0.08,0.00,-0.03,-0.05,0.01,3.28,165.16,-8.79,0.00,0.00"
1744752139.9858046,"-0.08,-0.13,-0.05,-0.06,-0.13,0.01,3.25,165.08,-8.78,0.00,0.00"
1744752140.0091016,"-0.10,-0.11,-0.02,-0.06,-0.11,-0.02,3.25,165.10,-8.82,0.00,0.00"
1744752140.0326512,"-0.12,-0.12,-0.07,-0.07,-0.12,-0.01,3.24,165.10,-8.80,0.00,0.00"
1744752140.0556893,"-0.09,-0.13,-0.03,-0.01,-0.12,-0.00,3.31,165.09,-8.80,0.00,0.00"
1744752140.0777822,"-0.13,-0.15,-0.01,-0.04,-0.11,0.03,3.27,165.11,-8.77,0.00,0.00"
1744752140.1014977,"-0.06,-0.06,-0.02,-0.02,-0.12,0.01,3.29,165.09,-8.79,0.00,0.00"
1744752140.1244187,"-0.17,-0.13,-0.05,-0.10,-0.14,0.00,3.21,165.07,-8.80,0.00,0.00"
1744752140.145451,"-0.10,-0.12,-0.03,-0.10,-0.09,-0.01,3.21,165.12,-8.81,0.00,0.00"
1744752140.1692696,"-0.10,-0.12,-0.01,-0.04,-0.06,0.04,3.27,165.15,-8.76,0.00,0.00"
1744752140.19328,"-0.12,-0.13,-0.04,-0.06,-0.08,0.01,3.25,165.13,-8.79,0.00,0.00"
1744752140.2163608,"-0.10,-0.10,0.00,-0.03,-0.11,0.00,3.29,165.10,-8.80,0.00,0.00"
1744752140.2393699,"-0.10,-0.16,-0.02,-0.04,-0.09,-0.04,3.27,165.12,-8.84,0.00,0.00"
1744752140.2633734,"-0.09,-0.18,0.02,-0.01,-0.12,0.02,3.31,165.09,-8.77,0.00,0.00"
1744752140.2854776,"-0.08,-0.15,-0.03,-0.02,-0.13,0.00,3.29,165.08,-8.80,0.00,0.00"
1744752140.308811,"-0.10,-0.14,-0.02,-0.08,-0.10,-0.06,3.23,165.11,-8.85,0.00,0.00"
1744752140.330805,"-0.09,-0.10,-0.04,-0.03,-0.14,0.02,3.29,165.07,-8.78,0.00,0.00"
1744752140.3548017,"-0.14,-0.12,-0.02,-0.06,-0.08,0.03,3.25,165.13,-8.77,0.00,0.00"
1744752140.3770757,"-0.11,-0.13,-0.02,-0.05,-0.11,-0.06,3.26,165.10,-8.85,0.00,0.00"
1744752140.3999133,"-0.11,-0.12,0.04,-0.08,-0.10,0.04,3.23,165.11,-8.76,0.00,0.00"
1744752140.4222405,"-0.09,-0.14,0.01,-0.08,-0.10,0.02,3.23,165.11,-8.78,0.00,0.00"
1744752140.4463751,"-0.12,-0.06,-0.03,-0.04,-0.10,-0.00,3.27,165.11,-8.80,0.00,0.00"
