Timestamp,X,Y,Z,Roll,Pitch,ux,uy,dt,dx_dt,dy_dt,dz_dt,dRoll_dt,dPitch_dt
1744755286,0.0023941337426035512,0.0038597810650887188,0.03741397662721895,-0.02286039585798738,-0.004180197396449696,-76.46,-142.12,0.022787807043503996,0.0,0.0,0.0,0.0,0.0
1744755286,0.008473333742603551,0.004367781065088727,0.03538697662721895,-0.02230039585798771,-0.007709297396449696,-65.5,-189.07,0.022787807043503996,0.2641688727272727,0.022074909090909457,-0.08808236363636368,0.024334545454531193,-0.15335543636363638
1744755286,-0.009561066257396448,-0.007587218934911266,0.04910797662721896,-0.030550395857987578,-0.0008270973964496983,-119.78,-143.32,0.022787807043503996,-0.7836766545454544,-0.5194990909090906,0.5962398181818186,-0.35849999999999427,0.2990628727272726
1744755286,0.00949078374260355,0.004002781065088723,0.03791297662721895,-0.03556039585798754,-0.0077542973964497,-99.34,-199.45,0.022787807043503996,0.8278894818181817,0.5036381818181813,-0.4864736363636368,-0.21770727272727095,-0.3010183272727273
1744755286,0.001591233742603549,-0.0019122189349112806,0.03482097662721897,-0.038570395857987716,0.0009129026035503002,-69.09,-89.53,0.022787807043503996,-0.3432713545454546,-0.2570336363636365,-0.13436145454545384,-0.1307981818181896,0.3766292363636363
1744755286,0.006105933742603551,-0.006194218934911233,0.03723097662721896,-0.012450395857987573,-0.0018563973964496952,-15.31,-154.36,0.022787807043503996,0.19618423636363644,-0.18607236363636157,0.10472545454545434,1.1350327272727334,-0.12033867272727253
1744755286,0.00431573374260355,0.002784781065088726,0.03793897662721898,-0.014510395857987302,-0.0042770973964497,-62.41,-156.35,0.022787807043503996,-0.0777923272727273,0.3901783636363618,0.030765818181818796,-0.08951636363635185,-0.10519041818181839
1744755286,0.007034433742603551,-0.001930218934911243,0.038120976627218965,-0.0067703958579876655,-0.003305297396449698,-42.41,-178.1,0.022787807043503996,0.11813987272727276,-0.20488818181818047,0.00790872727272674,0.336338181818166,0.04222912727272735
1744755286,0.00909103374260355,0.002421781065088724,0.03485897662721898,-0.03543039585798757,-0.010914297396449696,-72.95,-211.33,0.022787807043503996,0.08936861818181813,0.18911418181818038,-0.1417487272727267,-1.2454072727272687,-0.33064563636363625
1744755286,0.00327413374260355,0.005455781065088761,0.03700897662721896,-0.021050395857987514,-0.004688197396449698,-74.3,-153.24,0.022787807043503996,-0.2527707454545454,0.1318410909090925,0.09342727272727208,0.6248763636363662,0.2705523454545454
1744755286,0.00627523374260355,0.004942781065088719,0.038990976627218975,-0.03449039585798763,-0.010201197396449695,-98.56,-180.71,0.022787807043503996,0.13041143636363633,-0.02229218181818361,0.08612690909090959,-0.584029090909096,-0.23956490909090894
1744755286,0.0048388337426035506,0.006066781065088733,0.03632997662721898,-0.021970395857987324,-0.005640197396449699,-78.15,-162.78,0.022787807043503996,-0.06241810909090905,0.04884290909090969,-0.11563254545454531,0.5440509090909225,0.1981961818181816
1744755286,0.0070167337426035505,-0.006392218934911265,0.03804497662721897,-0.0063503958579875786,-0.0018460973964496974,-28.99,-173.52,0.022787807043503996,0.09463965454545455,-0.5414001818181817,0.0745245454545452,0.6787599999999889,0.16487089090909096
1744755286,0.00636663374260355,-0.005293218934911248,0.037853976627218976,-0.008900395857987409,-0.0014391973964496957,-25.47,-172.67,0.022787807043503996,-0.02824980000000003,0.047756545454546176,-0.008299818181818039,-0.11080909090908353,0.017681654545454617
1744755286,-0.016579866257396447,-0.00616321893491123,0.04112497662721897,-0.0086803958579873,0.006721802603550299,-120.64,-110.65,0.022787807043503996,-0.997129727272727,-0.037805454545453754,0.142139818181818,0.009560000000004737,0.3546325454545452
1744755286,-0.004200366257396448,-0.001049218934911278,0.042682976627218976,-0.03840039585798749,-0.007196197396449694,-97.93,-119.05,0.022787807043503996,0.5379455454545453,0.22222654545454334,0.06770218181818198,-1.2914690909090991,-0.6048003636363632
1744755286,0.00368423374260355,-0.0020852189349112593,0.03464597662721896,-0.032830395857987416,7.300260355030258e-05,-61.93,-102.59,0.022787807043503996,0.342621709090909,-0.04501890909090828,-0.3492441818181825,0.24204181818182144,0.31587978181818166
1744755286,-0.0014878662573964488,0.0021647810650887167,0.04228897662721897,-0.03530039585798761,-0.009416497396449695,-95.53,-140.94,0.022787807043503996,-0.2247512545454545,0.18468181818181714,0.33212309090909137,-0.10733272727273571,-0.412361909090909
1744755286,-0.01450356625739645,-0.008104218934911256,0.043819976627218975,-0.01996039585798748,0.0042946026035503085,-113.01,-109.52,0.022787807043503996,-0.5655913272727273,-0.44623472727272606,0.06652890909090929,0.666592727272733,0.5958096181818183
1744755287,0.0030333337426035507,0.006942781065088721,0.03677697662721895,-0.026910395857987712,-0.005916497396449699,-82.76,-154.12,0.022787807043503996,0.7620580181818182,0.6538605454545444,-0.30605036363636456,-0.30200909090910105,-0.4437187090909094
1744755287,0.0023989337426035505,0.0013467810650887313,0.03708897662721896,-0.0258303958579873,-0.0023756973964496955,-69.78,-127.54,0.022787807043503996,-0.027567563636363646,-0.24317163636363592,0.013557818181818473,0.04693090909092708,0.1538638545454547
1744755287,0.0033017337426035492,0.0016277810650887625,0.03745097662721896,-0.02031039585798755,-0.003244897396449696,-65.56,-135.98,0.022787807043503996,0.03923076363636358,0.012210727272728629,0.015730545454545507,0.23986909090907993,-0.03777069090909093
1744755287,0.006046033742603551,-0.0032612189349112697,0.038269976627218975,-0.008250395857987591,-0.0019401973964496971,-30.83,-170.41,0.022787807043503996,0.11925230909090916,-0.21244927272727412,0.035589272727273344,0.5240618181818164,0.056695145454545404
