timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
1742159332.666945,0.003566741943359375,-1.5757924518980921,-0.0004151704197283834,-3.1556555233397425,-1.5819252173053187,0.004968881607055664,0.09110296666397263,-0.12912231554962417,0.7301327130957745,0.007214303848576961,0.021924633436484955,1.5853239722525911
1742159332.6748762,0.003570311004295945,-1.5757924518980921,-0.0004115104675292969,-3.1556745968260707,-1.581963841115133,0.004965293221175671,0.0911044693611888,-0.12911723158228378,0.7301313276008753,0.007195839700380336,0.021967165508373947,1.5853242660064943
1742159332.6829364,0.0035858154296875,-1.5757957897581996,-0.0004114961193408817,-3.1556745968260707,-1.5819485823260706,0.0049724699929356575,0.0911084145514012,-0.12911768437538684,0.7301310427170209,0.007210431410364014,0.02195788960580933,1.5853468266349673
1742159332.690917,0.0035703182220458984,-1.5757838688292445,-0.0003804204461630434,-3.1556745968260707,-1.5819323698626917,0.004980802536010742,0.09108914549148356,-0.12912116283361103,0.7301349199035231,0.007189548551587414,0.02191130352749954,1.5853395701100244
1742159332.6989965,0.0035703182220458984,-1.575780530969137,-0.00040794131928123534,-3.1556865177550257,-1.5819676558123987,0.0049652839079499245,0.09109782436846166,-0.12911677607421368,0.730131680897269,0.007189952891614545,0.021967420756805092,1.585324325147718
1742159332.7069385,0.0035703182220458984,-1.575811048547262,-0.0003990837140008807,-3.1556745968260707,-1.5819485823260706,0.004984390921890736,0.09111108411665178,-0.1291190875235102,0.730130766640558,0.007212992439808365,0.02195999632810203,1.5853432325568995
1742159332.7149663,0.003577449358999729,-1.5757924518980921,-0.0004026647366117686,-3.1556712589659632,-1.581928555165426,0.004968881607055664,0.09110206958461765,-0.12912093021283544,0.7301324493623694,0.007214047948679544,0.021929925166501996,1.5853347268839115
1742159332.722976,0.003554816357791424,-1.5757957897581996,-0.0003918814763892442,-3.1556931934752406,-1.5819013754474085,0.004968888591974974,0.09110016130250631,-0.12912630785820337,0.7301312195228548,0.0072470536991857066,0.02191989707102964,1.5853119214980929
1742159332.731082,0.003570303786545992,-1.5757771931090296,-0.0003991127014160156,-3.1556812725462855,-1.5819414297686976,0.0049569676630198956,0.09109233481661531,-0.12912002412994777,0.7301332611055321,0.00719682451460479,0.021933144095041563,1.5853158003241354
1742159332.7381577,0.0035512447357177734,-1.5757957897581996,-0.0004027009126730263,-3.155677934686178,-1.581928555165426,0.004980802536010742,0.09110143723810024,-0.1291233014616706,0.7301315586228515,0.007222354821703914,0.021937658940936567,1.585320446404198
1742159332.7468905,0.0035894012544304132,-1.575811048547262,-0.0003804445150308311,-3.1556745968260707,-1.581963841115133,0.004984402563422918,0.0911072950934185,-0.12911550931812238,0.7301324155409027,0.0071860664814854805,0.021957466546145686,1.5853624478613015
1742159332.754886,0.0035512589383870363,-1.575811048547262,-0.0004115104675292969,-3.155689855615133,-1.581944767628805,0.004965281579643488,0.09111463405852134,-0.1291212491536891,0.7301283242214488,0.007237735604783627,0.02197868778857119,1.5853050495026197
1742159332.7629857,0.003566741943359375,-1.5757957897581996,-0.00037332065403461456,-3.155689855615133,-1.5819137732135218,0.004984383471310139,0.09109507325088567,-0.12912373731592305,0.7301331567914363,0.007220084201813792,0.021912491559252782,1.5853394375238556
1742159332.7708936,0.0035857963375747204,-1.5758077106871546,-0.0004115104675292969,-3.1556712589659632,-1.581963841115133,0.004965293221175671,0.09111488662382759,-0.12911579503809906,0.7301302344399772,0.007205118782685773,0.021976597169313775,1.5853397242174043
1742159332.7790127,0.003573889611288905,-1.5758143864073695,-0.0004151777538936585,-3.1556745968260707,-1.5819361845599573,0.004956989549100399,0.09111887333573802,-0.12912024852411522,0.730129038834867,0.007237736646409142,0.021965557081672554,1.5853192992412755
1742159332.787017,0.0035703182220458984,-1.5757924518980921,-0.00038040592335164547,-3.1556712589659632,-1.581951920186178,0.004965293221175671,0.09109367540103513,-0.12911875204439918,0.7301344126907402,0.007178092267777669,0.021930745745229734,1.5853241914984846
1742159332.7948933,0.0035703182220458984,-1.5757838688292445,-0.0003991127014160156,-3.1556745968260707,-1.5819323698626917,0.00495336065068841,0.09109539807177361,-0.12912113040281217,0.7301332495516528,0.0072039624873127565,0.021925997747836812,1.5853121224169455
1742159332.8028886,0.0035858154296875,-1.575811048547262,-0.00042700767517089844,-3.1556745968260707,-1.581963841115133,0.004956989549100399,0.09112240736228655,-0.12911575498531186,0.7301282539872264,0.007222496466930804,0.021994023399599074,1.5853314330100827
1742159332.8108888,0.0035703254397958517,-1.5757996044554652,-0.0004079440841451287,-3.1556931934752406,-1.5819323698626917,0.004965293221175671,0.09110970553390745,-0.12912105709231078,0.7301294035157224,0.007238090642694691,0.021959941921876048,1.585324055750003
1742159332.818923,0.0035822391510009766,-1.5757838688292445,-0.0004115104675292969,-3.1556745968260707,-1.5819485823260706,0.004980802536010742,0.0911010650315668,-0.12911803393087243,0.7301321237114927,0.007201161931312479,0.021948525826408712,1.585351600375767
1742159332.8269207,0.003554821014404297,-1.575811048547262,-0.00040789577178657055,-3.1556712589659632,-1.5819323698626917,0.0049724699929356575,0.09111164539430197,-0.12912247787055592,0.7301302892156076,0.007230122686411784,0.021951456208971327,1.5853156866489182
1742159332.838825,0.003566741943359375,-1.5757924518980921,-0.00039544058381579816,-3.1556865177550257,-1.581937615071432,0.004956960678100586,0.09110010944486803,-0.12912078532180649,0.7301317490367745,0.007213140882789449,0.02194334545521162,1.5853121877110339
1742159332.842295,0.0035667468328028917,-1.575780530969137,-0.0003918645379599184,-3.1556555233397425,-1.581944767628805,0.004965293221175671,0.0910882555887611,-0.1291199807030572,0.7301358564161966,0.007171043865523839,0.021912337594953438,1.5853205619548936
1742159332.8507638,0.0035703182220458984,-1.5758115253844203,-0.0004151704197283834,-3.1556745968260707,-1.581944767628805,0.004956960678100586,0.09111674531668414,-0.12911952665789983,0.730129289800536,0.0072287363918156185,0.021970023364588698,1.5853157680161567
1742159332.8589346,0.0035822391510009766,-1.5757767162718714,-0.0003954527492169291,-3.1556745968260707,-1.5819137732135218,0.004968881607055664,0.09109159966989086,-0.12912234652427573,0.7301342464016387,0.007210161212582982,0.02190298470673942,1.5853394355516213
1742159332.8669415,0.0035583972930908203,-1.5757800541319789,-0.0004306794435251504,-3.15565886119985,-1.5819323698626917,0.004987978842109442,0.09110030478134598,-0.12912219129217703,0.7301321524899245,0.007214031466467297,0.02193527586201179,1.5853347943481169
1742159332.8751807,0.003554821014404297,-1.5757838688292445,-0.0003804204461630434,-3.1556712589659632,-1.5819485823260706,0.0049724699929356575,0.09108672056587339,-0.12912059015925614,0.7301351942212898,0.007174197059006829,0.02192130044733695,1.5853158590908087
1742159332.8827455,0.0035703182220458984,-1.5757996044554652,-0.0003954527492169291,-3.1556555233397425,-1.5819757620440882,0.0049724699929356575,0.09110090824087272,-0.12911580886623375,0.7301337699778133,0.007164543200709886,0.021954464570029107,1.5853315123590628
1742159332.890258,0.0035858252085745335,-1.5757800541319789,-0.0003990980621892959,-3.1556745968260707,-1.581928555165426,0.004965293221175671,0.09109519436709676,-0.1291201933973191,0.7301336013632135,0.007203934725861572,0.021920096155447634,1.5853395377603239
1742159332.898262,0.0035548543091863394,-1.575791975060934,-0.0004115251067560166,-3.1556745968260707,-1.581944767628805,0.004984390921890736,0.09110222549320036,-0.1291209806133139,0.7301313906793345,0.007210901664552578,0.02195171408234998,1.5853277643374402
1742159332.9064224,0.003573894500732422,-1.5757957897581996,-0.0003918645379599184,-3.1556745968260707,-1.5819252173053187,0.004968881607055664,0.09110033642738992,-0.12912167099202745,0.7301328229557621,0.007213453849841825,0.021924051421195648,1.5853311500945269
1742159332.9143605,0.003570311004295945,-1.575791975060934,-0.00039185001514852047,-3.155677934686178,-1.5819409529315394,0.004987978842109442,0.09109804912200684,-0.12912006990318772,0.7301328609727594,0.0072009008464255534,0.02193600386448696,1.5853467907031116
1742159332.9222574,0.003551230300217867,-1.5757957897581996,-0.0004151777538936585,-3.1556745968260707,-1.5819605032550257,0.004968881607055664,0.09110516627827862,-0.1291193664583868,0.7301307004954333,0.007204234850956432,0.02196991300437359,1.5853087430398833
1742159332.9302626,0.003566741943359375,-1.5757957897581996,-0.0004151704197283834,-3.1556712589659632,-1.5819209257708948,0.004968881607055664,0.09110680916088658,-0.12912281335261624,0.7301310370972962,0.007232671719028907,0.021936301243259643,1.5853239527597338
1742159332.9387653,0.00358222471550107,-1.5757957897581996,-0.0004151704197283834,-3.1556555233397425,-1.5818823019610804,0.004984390921890736,0.09110694689862214,-0.12912616325743045,0.7301324572510887,0.00725082097534136,0.02189364896733343,1.5853546353315573
1742159332.946948,0.0035786035005003214,-1.5757957897581996,-0.0004270196077413857,-3.155677934686178,-1.5819323698626917,0.004965293221175671,0.0911130998551474,-0.12912029873995348,0.7301293809699192,0.007238066800399073,0.021959941575719472,1.5853323144745832
1742159332.9546003,0.0035512829199433327,-1.5757996044554652,-0.0003768322349060327,-3.1556712589659632,-1.5819099585162562,0.004965293221175671,0.09109420758134502,-0.12912562597360208,0.7301341290168598,0.007214210244141018,0.021900475019129884,1.5853048331518018
1742159332.9624245,0.0035822391510009766,-1.5757996044554652,-0.00044252871884964406,-3.1556436024107875,-1.5819357077227991,0.004968881607055664,0.09111679698196352,-0.12911957163024457,0.7301306506734964,0.007223747963871458,0.021950655089038238,1.5853395127903058
1742159332.9705865,0.003570311004295945,-1.5758005581297816,-0.0003991127014160156,-3.155689855615133,-1.581944767628805,0.0049724699929356575,0.09110688163236579,-0.12911955554724786,0.7301303847701787,0.007219567402292725,0.021960849824444826,1.5853313092383612
1742159332.9785922,0.0035703040193766356,-1.5757957897581996,-0.0004270196077413857,-3.1556931934752406,-1.581928555165426,0.004968881607055664,0.09111388238447372,-0.12912150151412563,0.7301280491766717,0.007253173698662345,0.021968933117487627,1.585327591986722
1742159332.9864347,0.0035512589383870363,-1.5758067570128382,-0.0004115104675292969,-3.1557017765440882,-1.5819605032550257,0.004949784372001886,0.09111357906203278,-0.12911931047011982,0.7301276527372319,0.007231101894293562,0.021997096192292547,1.585289691359784
1742159332.9949768,0.0035703182220458984,-1.5757767162718714,-0.0004270196077413857,-3.155689855615133,-1.581963841115133,0.004976057913154364,0.09110240955358914,-0.12911721385709107,0.7301300341763738,0.0072077429474306535,0.021979044868989495,1.58533507237323
1742159333.0029857,0.0035738754086196423,-1.575791975060934,-0.0004115104675292969,-3.155689855615133,-1.581928555165426,0.005000209901481867,0.09110654556522191,-0.1291212153021209,0.7301300739242189,0.0072356495304057465,0.021951134065581232,1.5853624981931602
1742159333.0102232,0.0035548137966543436,-1.5757957897581996,-0.0004115104675292969,-3.1556745968260707,-1.5819323698626917,0.004968888591974974,0.09110443572034699,-0.12912249776037507,0.7301310593379443,0.007223496767047253,0.021944967937940492,1.585312123383447
1742159333.0192263,0.0035894298925995827,-1.5757957897581996,-0.0003954527492169291,-3.1556555233397425,-1.5819485823260706,0.004972476977854967,0.09110120264073361,-0.12911740980358563,0.7301341463811671,0.0071827773657079635,0.021930259967634026,1.585350432132575
1742159333.0262525,0.0035703182220458984,-1.5757996044554652,-0.0003991127014160156,-3.155689855615133,-1.581928555165426,0.004984390921890736,0.09110635046397488,-0.12912154574523496,0.7301304892515319,0.0072317442602870576,0.02194736591280399,1.5853431163610208
1742159333.0352645,0.00358224636875093,-1.575811048547262,-0.000423431396484375,-3.1556931934752406,-1.5819323698626917,0.004968896042555571,0.09112304201930234,-0.1291199212373132,0.7301269801490392,0.007259268641319159,0.021981153586986633,1.5853395554048373
1742159333.042945,0.0035703182220458984,-1.5757996044554652,-0.0003991127014160156,-3.1556745968260707,-1.581951920186178,0.0049497769214212894,0.0911044729862443,-0.12911870070426276,0.7301317994006998,0.007200928556005207,0.021953687017879708,1.5853086622152945
1742159333.0509412,0.003566741943359375,-1.5757838688292445,-0.0004079222562722862,-3.1556812725462855,-1.581928555165426,0.0049724699929356575,0.09109869686559041,-0.12912189954029496,0.7301318820223794,0.007219421151565106,0.021935154977530902,1.5853276302986676
1742159333.0592215,0.003582253586500883,-1.5757800541319789,-0.00042700767517089844,-3.1557051144041957,-1.5819323698626917,0.004968896042555571,0.09110776367229943,-0.1291199593768835,0.7301284309929237,0.007246960194490106,0.021969070339594696,1.5853396212035482
1742159333.0671682,0.003566741943359375,-1.5757996044554652,-0.0004151487664785236,-3.155677934686178,-1.5819409529315394,0.0049497936852276325,0.09110979291853953,-0.1291203395090189,0.7301300861060798,0.007224880757887267,0.02196027977977015,1.5853050181462072
1742159333.075114,0.003573894500732422,-1.5757800541319789,-0.0004187586309853941,-3.15565886119985,-1.5819323698626917,0.004980802536010742,0.09109831829550999,-0.12912080017299296,0.7301332178427724,0.007204389472717411,0.021926021793917554,1.5853431194324028
1742159333.08259,0.0035822319332510233,-1.5757647953429164,-0.000395445415051654,-3.155689855615133,-1.581944767628805,0.004984378814697266,0.09108651645197229,-0.12911854709337753,0.7301339590742396,0.007188449843896738,0.02193000273312781,1.5853551923831068
1742159333.090601,0.0035858154296875,-1.5757957897581996,-0.0004151487664785236,-3.1557051144041957,-1.5819485823260706,0.004949798807501793,0.09111333561704808,-0.12911763515393745,0.7301280442967079,0.007236984675991778,0.021984859306124507,1.5853241896815695
1742159333.0985987,0.0035703182220458984,-1.5757996044554652,-0.0004027009126730263,-3.1556712589659632,-1.581951920186178,0.004984364379197359,0.09110526862382506,-0.12911869916098662,0.7301317709604579,0.007201553563246558,0.02195385036847079,1.5853432429032428
1742159333.1066008,0.0035703182220458984,-1.5757957897581996,-0.0004342173342593014,-3.1556745968260707,-1.581944767628805,0.004968881607055664,0.09111401829896815,-0.12911952485636535,0.7301290162082305,0.007231471455187523,0.021972636019216327,1.5853277045135072
1742159333.1146035,0.003608837490901351,-1.5757957897581996,-0.00037682487163692713,-3.15565886119985,-1.5819323698626917,0.004968896042555571,0.09109790142714193,-0.12911765854621715,0.7301355366737434,0.007183256746341421,0.021905667792292773,1.5853661473506302
1742159333.1226058,0.003566741943359375,-1.5757996044554652,-0.0004151487664785236,-3.1556555233397425,-1.5819485823260706,0.004953386727720499,0.0911070671532186,-0.12911943495463973,0.7301320398555672,0.007201322027389161,0.02194857824461329,1.5853086428673815
1742159333.1306274,0.003566741943359375,-1.5758186779417933,-0.0003954721905756742,-3.1556745968260707,-1.581951920186178,0.004953379742801189,0.09111382156089538,-0.12911899499777213,0.7301303929938866,0.007213202122509005,0.021965756897320134,1.58530866181607
1742159333.1381323,0.0035822391510009766,-1.5757767162718714,-0.0004027009126730263,-3.1556745968260707,-1.581944767628805,0.004972476977854967,0.09109398724051461,-0.12911853149277291,0.7301335645110213,0.007191473622234431,0.021933009626953597,1.5853432604943793
1742159333.1471438,0.003577485214918852,-1.575791975060934,-0.00041519213118590415,-3.15565886119985,-1.5819485823260706,0.004965286236256361,0.09110446219291778,-0.12911846657922754,0.7301324364227451,0.007197983967521655,0.02194532955450341,1.585331299704342
1742159333.1551642,0.00355123751796782,-1.5757767162718714,-0.0003804300504270941,-3.1556745968260707,-1.5819099585162562,0.0049724699929356575,0.09108257603263234,-0.12912566441018425,0.7301355929939047,0.007201673534883707,0.021887985290945038,1.585312000763987
1742159333.1627762,0.003582210745662451,-1.5757838688292445,-0.0004306554910726845,-3.1557051144041957,-1.5819605032550257,0.004949784372001886,0.09111115038288355,-0.12911649790283342,0.730127727527471,0.007230431134682088,0.02199702540779125,1.5853206722685826
1742159333.1707735,0.0035893917083740234,-1.5757800541319789,-0.0004270196077413857,-3.155689855615133,-1.581928555165426,0.004980802536010742,0.09110684425957973,-0.12911979844469276,0.7301297701283099,0.007238077632947992,0.021954081014410085,1.5853586190823432
1742159333.178773,0.0035739063750952482,-1.5757957897581996,-0.0004079485952388495,-3.1556745968260707,-1.5819676558123987,0.004984390921890736,0.09110566751604424,-0.12911643558570596,0.7301313386598749,0.007192851102075946,0.02196999364683029,1.5853469830415574
1742159333.186752,0.0035703182220458984,-1.575791975060934,-0.0004115251067560166,-3.155689855615133,-1.5819252173053187,0.0049724699929356575,0.09110609512730496,-0.12912194885108086,0.7301300762962866,0.007237997130626298,0.021948517514445286,1.5853311774349916
1742159333.194606,0.0035858154296875,-1.5757996044554652,-0.0004115104675292969,-3.1556745968260707,-1.581928555165426,0.004949784372001886,0.09111064884978981,-0.12912013369446979,0.7301307171998017,0.0072289808641249394,0.021945180804144447,1.5853239858577204
1742159333.2027745,0.003566741943359375,-1.575839181939596,-0.0004306626215111464,-3.1556555233397425,-1.5819323698626917,0.004968881607055664,0.09113515899521459,-0.12912131851755554,0.7301270772149474,0.007257792213534763,0.02197905298081151,1.5853239498600196
1742159333.2102392,0.0035738872829824686,-1.5757800541319789,-0.0004079222562722862,-3.155689855615133,-1.581944767628805,0.0049533722922205925,0.09109843499108736,-0.12911925518270723,0.7301314589719112,0.007210054932480585,0.021951726469186767,1.5853158156978044
1742159333.2184846,0.003570311004295945,-1.5757800541319789,-0.0004115104675292969,-3.15565886119985,-1.581963841115133,0.0049533722922205925,0.0910953936058972,-0.12911727827230451,0.7301338307985638,0.0071735578780389685,0.021945031459088573,1.5853123457961757
1742159333.2268374,0.003554821014404297,-1.5757957897581996,-0.0004187344457022846,-3.15565886119985,-1.581904713307516,0.004968881607055664,0.09110497847148209,-0.1291258995865796,0.7301318218742062,0.007238661318314924,0.02191650584174035,1.5853118951482106
1742159333.2348487,0.0035703182220458984,-1.5757800541319789,-0.00041515828343108296,-3.1556812725462855,-1.5819605032550257,0.004965293221175671,0.09109933542500369,-0.1291176493404228,0.7301315463706761,0.00719679423671762,0.02196295823484455,1.5853242727965067
1742159333.2425666,0.003554821014404297,-1.5757800541319789,-0.0004079222562722862,-3.1556745968260707,-1.5819361845599573,0.004965293221175671,0.0910941336819514,-0.1291220664219939,0.7301328043806893,0.007205185463665007,0.02193281024573736,1.5853085888905312
1742159333.250741,0.0035703182220458984,-1.575791975060934,-0.0004115104675292969,-3.15565886119985,-1.581944767628805,0.004965293221175671,0.09110230982614882,-0.12911959389954727,0.7301327696659695,0.007198160811313747,0.02193939584539593,1.5853241127909645
1742159333.25872,0.0035822391510009766,-1.5757800541319789,-0.0004115104675292969,-3.155677934686178,-1.5819409529315394,0.004968881607055664,0.09109927312185134,-0.1291189728265294,0.7301321862180491,0.0072066427029276155,0.021942186181912196,1.585339632199248
1742159333.2667189,0.0035703254397958517,-1.5757996044554652,-0.0003991127014160156,-3.155689855615133,-1.581951920186178,0.004968881607055664,0.09110632357639434,-0.1291186786425687,0.730130463450356,0.007213129421888569,0.02196572010834539,1.5853277906272354
1742159333.2747219,0.0035667610354721546,-1.5757838688292445,-0.0003918886068277061,-3.155677934686178,-1.5819137732135218,0.004968881607055664,0.09109294905292865,-0.12912374374640073,0.7301336233845378,0.007215773080655562,0.021908325806778955,1.5853239526158502
1742159333.2827191,0.003554821014404297,-1.575791975060934,-0.0003918886068277061,-3.1556745968260707,-1.5819485823260706,0.004968881607055664,0.09109564826324984,-0.12912054962255975,0.7301331413255681,0.0071922208007776725,0.02193929811971401,1.5853122584890633
1742159333.2905657,0.003554821014404297,-1.5757800541319789,-0.000423431396484375,-3.155689855615133,-1.581928555165426,0.004968881607055664,0.09110118019825057,-0.12912295420120387,0.7301300908177867,0.007235449902887329,0.021951040502836368,1.5853121310360159
1742159333.2987158,0.0035929752048105,-1.5757838688292445,-0.0004115104675292969,-3.1556621990599574,-1.581944767628805,0.0049724699929356575,0.09110095293137176,-0.12911754127345512,0.7301332133608054,0.007194236537648639,0.02193582083402662,1.5853539609909895
1742159333.306564,0.0035858035553246737,-1.5758115253844203,-0.0004079461214132607,-3.155689855615133,-1.5819605032550257,0.004965293221175671,0.09111815912500325,-0.12911617634537856,0.7301285820991532,0.007222544641850765,0.021988847150739704,1.5853397232259054
1742159333.314777,0.003582253586500883,-1.5757767162718714,-0.0004115104675292969,-3.155677934686178,-1.5819323698626917,0.004965293221175671,0.09109735529872846,-0.12912003114188308,0.7301324987091344,0.007210733022871706,0.021932832349522875,1.5853359989422107
1742159333.3227234,0.003573894500732422,-1.5757996044554652,-0.0003876686096191406,-3.1556745968260707,-1.581944767628805,0.004968881607055664,0.09110111522795575,-0.1291192722404556,0.7301328300315086,0.007197737562241259,0.021939097275958983,1.585331292755821
1742159333.3308794,0.003566741943359375,-1.5757996044554652,-0.0003954527492169291,-3.1556555233397425,-1.581944767628805,0.004968881607055664,0.09110048337596106,-0.1291199370942727,0.7301338042799973,0.007188982691218542,0.021930107613301865,1.585324115799222
1742159333.3388655,0.0035894298925995827,-1.5757957897581996,-0.0004151704197283834,-3.1556745968260707,-1.5819409529315394,0.004980802536010742,0.09111011938948765,-0.12911828465014044,0.7301307227646662,0.007219410607870255,0.0219548039170111,1.5853587143548291
1742159333.3471792,0.003566741943359375,-1.5757996044554652,-0.0004115104675292969,-3.155677934686178,-1.581944767628805,0.004984390921890736,0.0911085713770182,-0.1291198778259516,0.7301304070624457,0.007219416891411907,0.021960397760299077,1.5853396438547835
1742159333.3551779,0.0035893917083740234,-1.575791975060934,-0.0004079222562722862,-3.1556745968260707,-1.5818975607501429,0.004965293221175671,0.09110553610767957,-0.12912363176526184,0.7301317646846006,0.00724472170192247,0.021912060844569998,1.5853428498938105
1742159333.362233,0.0035667300689965487,-1.5757957897581996,-0.0003991271078120917,-3.1556712589659632,-1.5819171110736292,0.0049724699929356575,0.09110144569885299,-0.12912331024106363,0.7301324750912804,0.007223070733557896,0.021920705642642792,1.585327506736396
1742159333.3712318,0.0035512447357177734,-1.5757957897581996,-0.0004270122735761106,-3.155689855615133,-1.5819323698626917,0.004980802536010742,0.09111100981513487,-0.12912277475188802,0.7301283378770209,0.007247873320650869,0.02196915394361684,1.5853204789660866
1742159333.3791866,0.0035703182220458984,-1.575791975060934,-0.00041515828343108296,-3.1556745968260707,-1.581937615071432,0.004984390921890736,0.09110544600535303,-0.12912044298073125,0.7301310738769935,0.007219254242988877,0.02194905380522559,1.5853431724032445
1742159333.3872528,0.0035858273040503263,-1.5757800541319789,-0.0003990980621892959,-3.1556745968260707,-1.581944767628805,0.004968881607055664,0.09109517530425604,-0.12911820424475273,0.7301335834672465,0.007191189939215366,0.02193282324072052,1.585343249683267
1742159333.395192,0.0035893917083740234,-1.5757800541319789,-0.000384065875550732,-3.1556745968260707,-1.5819171110736292,0.004949784372001886,0.09109064023971006,-0.1291212986551548,0.7301349572521257,0.00720088530117362,0.021899339029323193,1.585327515876879
1742159333.4031947,0.0035703182220458984,-1.5758115253844203,-0.00041150327888317406,-3.1556745968260707,-1.5819323698626917,0.004965293221175671,0.09111553343221222,-0.12912105399114227,0.7301296312490692,0.007235722808040708,0.021957404729100398,1.5853240083304982
1742159333.411186,0.003566741943359375,-1.5758115253844203,-0.00040268898010253906,-3.1556712589659632,-1.5819323698626917,0.0049724699929356575,0.09111171869031198,-0.12912139980749412,0.730130711274718,0.007226273954375045,0.021947820550796103,1.5853276083413803
1742159333.4181778,0.0035703182220458984,-1.5757957897581996,-0.0004151632310822606,-3.15565886119985,-1.581928555165426,0.004980809520930052,0.09110575659828682,-0.12912156894966245,0.7301321147816757,0.007217027967446509,0.02193251692559274,1.5853394995902315
1742159333.4271235,0.0035858154296875,-1.5757800541319789,-0.00040793418884277344,-3.1556931934752406,-1.5819252173053187,0.004984364379197359,0.09110040705695042,-0.12912056228266158,0.7301311872433276,0.007228355560841722,0.021939081759016207,1.5853585908047247
1742159333.43423,0.0035667347256094217,-1.5757996044554652,-0.0004307084309402853,-3.1556621990599574,-1.581944767628805,0.004968888591974974,0.09111308466529153,-0.12911986726489522,0.7301300689460691,0.00722202571487663,0.021963061945916174,1.58532410980123
1742159333.4428916,0.0035512757021933794,-1.5757957897581996,-0.00042704143561422825,-3.1556745968260707,-1.5819171110736292,0.004965303000062704,0.0911091920731488,-0.12912466521362834,0.7301296880860074,0.007247773147522174,0.021945161916521468,1.5853048791195563
1742159333.4500797,0.003566741943359375,-1.5757957897581996,-0.0004115104675292969,-3.155677934686178,-1.5819252173053187,0.0049688671715557575,0.09110638903084,-0.12912228384670232,0.7301307749859931,0.007231637997212128,0.021942065926042705,1.585323979547006
1742159333.4590714,0.0035703182220458984,-1.5757957897581996,-0.00043424611794762313,-3.155689855615133,-1.5819252173053187,0.004968881607055664,0.09111590082153119,-0.12912190185667485,0.7301276992031215,0.007258886661283223,0.021969352639604547,1.5853275744048694
