Timestamp,X,Y,Z,Roll,Pitch
1744753536,-0.0160828,0.291541,0.150296,-3.04916,0.0567201
1744753536,-0.0160828,0.291541,0.150296,-3.04916,0.0567201
1744753536,-0.0184554,0.281626,0.150056,-3.05415,0.0654302
1744753536,-0.0183864,0.280029,0.145242,-3.08187,0.0705105
1744753536,-0.0183864,0.280029,0.145242,-3.08187,0.0705105
1744753536,-0.0188602,0.290528,0.152069,-3.05044,0.0618813
1744753536,-0.0189948,0.284409,0.150278,-3.06102,0.0675199
1744753536,-0.0177864,0.287438,0.147918,-3.06433,0.0631152
1744753536,-0.0177864,0.287438,0.147918,-3.06433,0.0631152
1744753536,-0.0194659,0.284003,0.151139,-3.05504,0.065653
1744753536,-0.0164565,0.280584,0.140933,-3.09223,0.0674804
1744753536,-0.0164565,0.280584,0.140933,-3.09223,0.0674804
1744753536,-0.0189025,0.283369,0.15071,-3.05834,0.0673562
1744753536,-0.0182426,0.284321,0.149833,-3.05956,0.0661618
1744753536,-0.0182426,0.284321,0.149833,-3.05956,0.0661618
1744753536,-0.018434,0.284589,0.145803,-3.06716,0.0651385
1744753536,-0.0185486,0.281336,0.148305,-3.06589,0.068164
1744753536,-0.0188125,0.291595,0.150457,-3.05989,0.058622
1744753536,-0.0188125,0.291595,0.150457,-3.05989,0.058622
1744753536,-0.0199297,0.286335,0.151655,-3.05312,0.0649114
1744753536,-0.0190138,0.284268,0.151949,-3.04422,0.0634765
1744753536,-0.0190138,0.284268,0.151949,-3.04422,0.0634765
1744753536,-0.0193561,0.287501,0.148287,-3.0655,0.0640483
1744753536,-0.0177237,0.283978,0.14534,-3.07043,0.0664347
1744753536,-0.0177237,0.283978,0.14534,-3.07043,0.0664347
1744753536,-0.0180872,0.284824,0.149989,-3.05719,0.0652638
1744753536,-0.0178855,0.28412,0.149749,-3.05791,0.0656197
1744753536,-0.0178855,0.28412,0.149749,-3.05791,0.0656197
1744753537,-0.0196892,0.283033,0.151433,-3.04597,0.064034
1744753537,-0.0137551,0.323791,0.125999,-2.18192,0.106243
1744753537,-0.0201315,0.281323,0.143757,-3.07815,0.0664758
1744753537,-0.0201315,0.281323,0.143757,-3.07815,0.0664758
1744753537,-0.0180174,0.286171,0.147584,-3.06941,0.0664106
1744753537,-0.0185373,0.289825,0.149717,-3.05827,0.0605858
1744753537,-0.0185373,0.289825,0.149717,-3.05827,0.0605858
1744753537,-0.0174825,0.284389,0.148386,-3.06236,0.0652718
1744753537,-0.023947,0.29235,0.143273,-3.0468,0.0741131
1744753537,-0.023947,0.29235,0.143273,-3.0468,0.0741131
1744753537,-0.0186045,0.283778,0.150625,-3.05658,0.066617
1744753537,-0.0192212,0.290255,0.150221,-3.06054,0.062104
1744753537,-0.0192212,0.290255,0.150221,-3.06054,0.062104
1744753537,-0.0177115,0.290279,0.155624,-3.05168,0.0587078
1744753537,-0.0146543,0.286598,0.152892,-3.05155,0.0549743
1744753537,-0.0146543,0.286598,0.152892,-3.05155,0.0549743
1744753537,-0.0178838,0.284662,0.149362,-3.06086,0.0657256
1744753537,-0.0176719,0.286596,0.148961,-3.06118,0.0637627
1744753537,-0.0176719,0.286596,0.148961,-3.06118,0.0637627
1744753537,-0.0192945,0.291095,0.151971,-3.05471,0.0606087
1744753537,-0.0182847,0.284366,0.149518,-3.06132,0.066545
1744753537,-0.0182847,0.284366,0.149518,-3.06132,0.066545
1744753537,-0.0190181,0.286158,0.151536,-3.05176,0.0640684
1744753537,-0.0209711,0.281646,0.150956,-3.06062,0.0686619
1744753537,-0.0187887,0.278718,0.141937,-3.08431,0.0651849
1744753537,-0.0187887,0.278718,0.141937,-3.08431,0.0651849
1744753537,-0.0143004,0.275634,0.137244,-3.10489,0.0637302
1744753537,-0.0200753,0.289412,0.147041,-3.06278,0.0674596
1744753537,-0.0200753,0.289412,0.147041,-3.06278,0.0674596
1744753537,-0.0176467,0.286635,0.14851,-3.06194,0.0636893
1744753537,-0.0172554,0.284673,0.146195,-3.06849,0.0658265
1744753537,-0.0172554,0.284673,0.146195,-3.06849,0.0658265
1744753537,-0.0171614,0.28194,0.141342,-3.09244,0.0670711
1744753537,-0.0172851,0.282878,0.144712,-3.07414,0.0666436
1744753537,-0.0172851,0.282878,0.144712,-3.07414,0.0666436
1744753537,-0.0221963,0.278913,0.151108,-3.05898,0.0695788
1744753537,-0.0192578,0.281657,0.142678,-3.08457,0.0669789
1744753537,-0.0192578,0.281657,0.142678,-3.08457,0.0669789
1744753537,-0.0226109,0.279796,0.141617,-3.07423,0.070077
1744753537,-0.0179816,0.284199,0.144441,-3.07586,0.0657863
1744753537,-0.0179816,0.284199,0.144441,-3.07586,0.0657863
1744753537,-0.0152208,0.277326,0.13933,-3.09544,0.0635005
1744753537,-0.0170537,0.285368,0.147393,-3.06608,0.0652626
1744753537,-0.0170537,0.285368,0.147393,-3.06608,0.0652626
1744753537,-0.0290368,0.300619,0.13494,-2.93165,0.101211
1744753537,-0.0177279,0.277571,0.141164,-3.08837,0.0644482
1744753537,-0.0177279,0.277571,0.141164,-3.08837,0.0644482
1744753537,-0.0284563,0.290879,0.135365,-3.04061,0.0847887
1744753537,-0.0168166,0.282024,0.141989,-3.08764,0.0672274
1744753537,-0.0168166,0.282024,0.141989,-3.08764,0.0672274
1744753537,-0.0170356,0.282983,0.143432,-3.07878,0.0661401
1744753537,-0.0183082,0.283298,0.143822,-3.0792,0.0675996
1744753537,-0.0187765,0.283626,0.143813,-3.08489,0.0689109
1744753537,-0.0187765,0.283626,0.143813,-3.08489,0.0689109
1744753537,-0.0182687,0.281183,0.142197,-3.08582,0.0659982
1744753537,-0.0293919,0.292021,0.143823,-3.03056,0.0803516
1744753537,-0.0293919,0.292021,0.143823,-3.03056,0.0803516
1744753537,-0.018327,0.286053,0.149314,-3.0649,0.0661325
1744753537,-0.0170038,0.283004,0.143141,-3.08121,0.0662309
1744753537,-0.0170038,0.283004,0.143141,-3.08121,0.0662309
1744753537,-0.0172461,0.284634,0.145901,-3.06638,0.0652208
1744753537,-0.0190297,0.287813,0.151558,-3.05103,0.0629226
1744753537,-0.0190297,0.287813,0.151558,-3.05103,0.0629226
1744753537,-0.0178954,0.284035,0.149981,-3.05567,0.0651023
1744753538,-0.026738,0.293151,0.140055,-3.03773,0.0797383
1744753538,-0.026738,0.293151,0.140055,-3.03773,0.0797383
1744753538,-0.0185414,0.289365,0.150401,-3.05804,0.0622154
1744753538,-0.0169388,0.281956,0.144105,-3.08267,0.0678862
1744753538,-0.0169388,0.281956,0.144105,-3.08267,0.0678862
1744753538,-0.0307056,0.295362,0.143475,-3.01285,0.0852613
1744753538,-0.0203101,0.289064,0.146969,-3.06173,0.0665007
1744753538,-0.0203101,0.289064,0.146969,-3.06173,0.0665007
1744753538,-0.0187699,0.285762,0.150768,-3.0551,0.0647605
1744753538,-0.0182559,0.287163,0.150192,-3.05581,0.0629389
1744753538,-0.0193122,0.278337,0.148616,-3.06014,0.0659313
1744753538,-0.0193122,0.278337,0.148616,-3.06014,0.0659313
1744753538,-0.0182771,0.283312,0.149387,-3.06171,0.0671965
1744753538,-0.0204291,0.29123,0.151895,-3.05748,0.0611307
1744753538,-0.0204291,0.29123,0.151895,-3.05748,0.0611307
1744753538,-0.017665,0.288587,0.151923,-3.05038,0.061588
1744753538,-0.0319116,0.29764,0.143711,-2.99424,0.0878484
1744753538,-0.0319116,0.29764,0.143711,-2.99424,0.0878484
1744753538,-0.0172039,0.2825,0.142649,-3.07921,0.0648335
1744753538,-0.0179989,0.284161,0.144683,-3.07384,0.0660636
1744753538,-0.0179989,0.284161,0.144683,-3.07384,0.0660636
1744753538,-0.0174978,0.282533,0.143058,-3.08316,0.0676261
1744753538,-0.0190653,0.281697,0.143122,-3.07807,0.0663493
1744753538,-0.0190653,0.281697,0.143122,-3.07807,0.0663493
1744753538,-0.0188748,0.286973,0.151816,-3.04848,0.0627695
1744753538,-0.017246,0.283796,0.146161,-3.07072,0.0664005
1744753538,-0.017246,0.283796,0.146161,-3.07072,0.0664005
1744753538,-0.0204073,0.281076,0.150958,-3.05139,0.0665648
1744753538,-0.0172351,0.2826,0.142358,-3.08989,0.0679495
1744753538,-0.0172351,0.2826,0.142358,-3.08989,0.0679495
1744753538,-0.0160986,0.279472,0.141177,-3.08531,0.0636687
1744753538,-0.0163592,0.28025,0.141151,-3.08928,0.0671582
1744753538,-0.0166572,0.2798,0.141618,-3.09024,0.0684897
1744753538,-0.0166572,0.2798,0.141618,-3.09024,0.0684897
1744753538,-0.019491,0.286677,0.145586,-3.07439,0.0682146
1744753538,-0.0186789,0.287829,0.151321,-3.04919,0.0620932
1744753538,-0.0186789,0.287829,0.151321,-3.04919,0.0620932
1744753538,-0.0192079,0.277873,0.147707,-3.07,0.0682208
1744753538,-0.0181121,0.286878,0.149972,-3.05895,0.0638673
1744753538,-0.0181121,0.286878,0.149972,-3.05895,0.0638673
1744753538,-0.0186282,0.290762,0.151096,-3.0524,0.0613207
1744753538,-0.0183289,0.285437,0.15102,-3.05283,0.0640566
1744753538,-0.0183289,0.285437,0.15102,-3.05283,0.0640566
1744753538,-0.0200382,0.285206,0.151813,-3.05167,0.0655499
1744753538,-0.0175746,0.281911,0.146829,-3.07008,0.067024
1744753538,-0.0175746,0.281911,0.146829,-3.07008,0.067024
1744753538,-0.0173401,0.283151,0.146924,-3.06628,0.0662331
1744753538,-0.0196296,0.278412,0.148587,-3.06795,0.0693577
1744753538,-0.0196296,0.278412,0.148587,-3.06795,0.0693577
1744753538,-0.0175088,0.285086,0.146442,-3.0664,0.0656281
1744753538,-0.0185691,0.285412,0.150545,-3.05562,0.0648882
1744753538,-0.0185691,0.285412,0.150545,-3.05562,0.0648882
1744753538,-0.0174439,0.284105,0.144682,-3.07553,0.0665555
1744753538,-0.0132888,0.285652,0.152489,-3.05029,0.055045
1744753538,-0.0132888,0.285652,0.152489,-3.05029,0.055045
1744753538,-0.0167072,0.290141,0.150645,-3.04762,0.0594894
1744753538,-0.0186238,0.290849,0.151203,-3.05157,0.0608338
1744753538,-0.0186238,0.290849,0.151203,-3.05157,0.0608338
1744753538,-0.0185091,0.281329,0.142253,-3.0822,0.066046
1744753538,-0.0168655,0.28183,0.142341,-3.08224,0.0665764
1744753538,-0.018506,0.290479,0.150497,-3.05592,0.0611775
1744753538,-0.018506,0.290479,0.150497,-3.05592,0.0611775
1744753538,-0.0185479,0.289635,0.154875,-3.052,0.0581996
1744753538,-0.0200298,0.290372,0.150866,-3.06211,0.0606905
1744753539,-0.0200298,0.290372,0.150866,-3.06211,0.0606905
1744753539,-0.0192549,0.287429,0.14809,-3.06618,0.0638606
1744753539,-0.0177589,0.284221,0.145355,-3.07228,0.0667049
1744753539,-0.0177589,0.284221,0.145355,-3.07228,0.0667049
1744753539,-0.0191875,0.289328,0.151185,-3.05171,0.0620434
1744753539,-0.0195616,0.289785,0.151242,-3.05578,0.0637266
1744753539,-0.0195616,0.289785,0.151242,-3.05578,0.0637266
1744753539,-0.0290979,0.291635,0.146724,-3.02865,0.0771793
1744753539,-0.0178761,0.286391,0.150805,-3.04983,0.0621042
1744753539,-0.0178761,0.286391,0.150805,-3.04983,0.0621042
1744753539,-0.020841,0.283377,0.151892,-3.05411,0.0672419
1744753539,-0.0214222,0.278258,0.150348,-3.06122,0.0690107
1744753539,-0.0214222,0.278258,0.150348,-3.06122,0.0690107
1744753539,-0.0186667,0.291164,0.15088,-3.0535,0.0611841
1744753539,-0.0212069,0.278833,0.143912,-3.07838,0.0660978
1744753539,-0.0212069,0.278833,0.143912,-3.07838,0.0660978
1744753539,-0.0175208,0.283786,0.144631,-3.07359,0.066356
1744753539,-0.0180026,0.282494,0.146552,-3.07394,0.0680612
1744753539,-0.0180026,0.282494,0.146552,-3.07394,0.0680612
1744753539,-0.0186604,0.28953,0.150854,-3.05404,0.061628
1744753539,-0.0196857,0.285009,0.151781,-3.04926,0.0642534
1744753539,-0.0182854,0.289972,0.152699,-3.05133,0.0594926
1744753539,-0.0182854,0.289972,0.152699,-3.05133,0.0594926
1744753539,-0.0202056,0.28615,0.151848,-3.05285,0.0657718
1744753539,-0.017849,0.282228,0.14618,-3.07678,0.0683984
1744753539,-0.017849,0.282228,0.14618,-3.07678,0.0683984
1744753539,-0.0175019,0.282609,0.142333,-3.08861,0.0671686
1744753539,-0.0180225,0.287082,0.147783,-3.06767,0.0652536
1744753539,-0.0180225,0.287082,0.147783,-3.06767,0.0652536
1744753539,-0.0163329,0.281374,0.141515,-3.08599,0.0661364
1744753539,-0.0179449,0.284428,0.149891,-3.05835,0.0657385
1744753539,-0.0179449,0.284428,0.149891,-3.05835,0.0657385
1744753539,-0.0358093,0.304951,0.135702,-2.93293,0.0983303
1744753539,-0.0167547,0.281571,0.144247,-3.07889,0.0671255
1744753539,-0.0167547,0.281571,0.144247,-3.07889,0.0671255
1744753539,-0.0165958,0.280395,0.141059,-3.0915,0.0654189
1744753539,-0.0152032,0.273831,0.139304,-3.10765,0.0620935
1744753539,-0.0152032,0.273831,0.139304,-3.10765,0.0620935
1744753539,-0.0188613,0.291111,0.151892,-3.05409,0.0622636
1744753539,-0.0199845,0.281001,0.150534,-3.05867,0.0673518
1744753539,-0.0199845,0.281001,0.150534,-3.05867,0.0673518
1744753539,-0.018787,0.286289,0.151397,-3.05091,0.0634541
1744753539,-0.0229698,0.293602,0.14409,-3.04818,0.0723081
1744753539,-0.0229698,0.293602,0.14409,-3.04818,0.0723081
1744753539,-0.0179024,0.283374,0.145083,-3.0814,0.0685471
1744753539,-0.0247339,0.292732,0.146869,-3.0438,0.0720456
1744753539,-0.0247339,0.292732,0.146869,-3.0438,0.0720456
1744753539,-0.0193626,0.290887,0.153539,-3.05913,0.0583814
1744753539,-0.0173748,0.282548,0.143401,-3.08113,0.0673803
1744753539,-0.024035,0.287681,0.131279,-3.04361,0.0848241
1744753539,-0.024035,0.287681,0.131279,-3.04361,0.0848241
1744753539,-0.0303482,0.298184,0.143005,-3.00056,0.0873006
1744753539,-0.0189442,0.281756,0.149101,-3.06596,0.0690349
1744753539,-0.0189442,0.281756,0.149101,-3.06596,0.0690349
1744753539,-0.0166093,0.281536,0.141763,-3.08455,0.0655661
1744753539,-0.0184166,0.284905,0.145678,-3.07674,0.0682227
1744753539,-0.0184166,0.284905,0.145678,-3.07674,0.0682227
1744753539,-0.0189976,0.28576,0.151657,-3.04855,0.0641959
1744753539,-0.0189534,0.288357,0.148564,-3.06527,0.0644011
1744753539,-0.0189534,0.288357,0.148564,-3.06527,0.0644011
1744753539,-0.0174977,0.288727,0.151546,-3.04851,0.0619629
1744753539,-0.0173482,0.284651,0.147545,-3.06601,0.0659682
1744753539,-0.0173482,0.284651,0.147545,-3.06601,0.0659682
1744753540,-0.0175072,0.286236,0.148197,-3.06221,0.0641305
1744753540,-0.0238086,0.297284,0.147523,-3.01431,0.0780467
1744753540,-0.0238086,0.297284,0.147523,-3.01431,0.0780467
1744753540,-0.0192834,0.290854,0.150313,-3.05969,0.0597864
1744753540,-0.0180416,0.282252,0.145808,-3.07626,0.068447
1744753540,-0.0180416,0.282252,0.145808,-3.07626,0.068447
1744753540,-0.017539,0.284308,0.146546,-3.06778,0.0663909
1744753540,-0.0363057,0.298546,0.140983,-2.97088,0.0921883
1744753540,-0.0363057,0.298546,0.140983,-2.97088,0.0921883
1744753540,-0.0197457,0.28034,0.147662,-3.07523,0.0710515
1744753540,-0.0181896,0.283225,0.146122,-3.079,0.0688723
1744753540,-0.0181896,0.283225,0.146122,-3.079,0.0688723
1744753540,-0.018435,0.284051,0.151274,-3.04629,0.0629282
1744753540,-0.020292,0.289446,0.14699,-3.06029,0.0668584
1744753540,-0.020292,0.289446,0.14699,-3.06029,0.0668584
1744753540,-0.0158979,0.287943,0.150905,-3.04519,0.0604288
1744753540,-0.0131448,0.287443,0.154175,-3.04504,0.0586011
1744753540,-0.0131448,0.287443,0.154175,-3.04504,0.0586011
1744753540,-0.0180403,0.283713,0.150463,-3.05237,0.0645341
1744753540,-0.0184201,0.291905,0.150687,-3.05453,0.0594709
1744753540,-0.0184201,0.291905,0.150687,-3.05453,0.0594709
1744753540,-0.017918,0.281621,0.141658,-3.09226,0.0661898
1744753540,-0.0185609,0.282831,0.14373,-3.07723,0.0665526
1744753540,-0.0173499,0.280374,0.145358,-3.07862,0.0686412
1744753540,-0.0173499,0.280374,0.145358,-3.07862,0.0686412
1744753540,-0.0163164,0.287717,0.151118,-3.04729,0.0617303
1744753540,-0.0171973,0.289252,0.151479,-3.05095,0.0605821
1744753540,-0.0171973,0.289252,0.151479,-3.05095,0.0605821
1744753540,-0.0198194,0.280441,0.149884,-3.06301,0.0684578
1744753540,-0.0177746,0.282454,0.146163,-3.07383,0.0675996
1744753540,-0.0177746,0.282454,0.146163,-3.07383,0.0675996
1744753540,-0.0155277,0.277255,0.139243,-3.09732,0.0641997
1744753540,-0.0186375,0.288373,0.149218,-3.06143,0.0631847
1744753540,-0.0186375,0.288373,0.149218,-3.06143,0.0631847
1744753540,-0.0194603,0.290252,0.150136,-3.062,0.0625705
1744753540,-0.0366196,0.304528,0.134587,-2.92902,0.0996417
1744753540,-0.0366196,0.304528,0.134587,-2.92902,0.0996417
1744753540,-0.0157147,0.291332,0.150102,-3.04839,0.0577138
1744753540,-0.0175036,0.28238,0.146494,-3.07134,0.0670973
1744753540,-0.0175036,0.28238,0.146494,-3.07134,0.0670973
1744753540,-0.0194467,0.283286,0.151815,-3.04934,0.0660051
1744753540,-0.0169655,0.281499,0.142553,-3.08392,0.0675214
1744753540,-0.0169655,0.281499,0.142553,-3.08392,0.0675214
1744753540,-0.0170611,0.281317,0.149686,-3.05678,0.0642373
1744753540,-0.017675,0.283478,0.148988,-3.06087,0.0661276
1744753540,-0.0157915,0.287778,0.153735,-3.0494,0.0567375
1744753540,-0.0157915,0.287778,0.153735,-3.0494,0.0567375
1744753540,-0.0182018,0.287342,0.148305,-3.06252,0.063402
1744753540,-0.0174654,0.28266,0.143411,-3.07674,0.0658434
1744753540,-0.0174654,0.28266,0.143411,-3.07674,0.0658434
1744753540,-0.0183015,0.288715,0.151098,-3.0475,0.0605596
1744753540,-0.0179679,0.286034,0.150629,-3.05163,0.0631044
1744753540,-0.0179679,0.286034,0.150629,-3.05163,0.0631044
1744753540,-0.0193038,0.288658,0.151391,-3.0545,0.0638738
1744753540,-0.0162004,0.298531,0.141904,-2.95387,0.0816623
1744753540,-0.0162004,0.298531,0.141904,-2.95387,0.0816623
1744753540,-0.0266345,0.294012,0.130298,-3.0145,0.0903278
1744753540,-0.0172793,0.285595,0.147672,-3.06578,0.065325
1744753540,-0.0172793,0.285595,0.147672,-3.06578,0.065325
1744753540,-0.0183361,0.284001,0.149752,-3.06032,0.0667735
1744753540,-0.0166126,0.281598,0.14427,-3.07664,0.0664376
1744753540,-0.0166126,0.281598,0.14427,-3.07664,0.0664376
1744753540,-0.0189086,0.288643,0.148862,-3.06306,0.0622984
1744753540,-0.0183253,0.282949,0.143267,-3.08278,0.0676146
1744753540,-0.0183253,0.282949,0.143267,-3.08278,0.0676146
1744753541,-0.0203133,0.278892,0.148843,-3.07096,0.0705771
1744753541,-0.0176242,0.283444,0.14545,-3.07918,0.0680043
1744753541,-0.0178665,0.283532,0.144354,-3.08331,0.0683431
1744753541,-0.0178665,0.283532,0.144354,-3.08331,0.0683431
1744753541,-0.0184003,0.280724,0.147616,-3.06853,0.0682023
1744753541,-0.0215299,0.293765,0.146593,-3.05328,0.0686345
1744753541,-0.0215299,0.293765,0.146593,-3.05328,0.0686345
1744753541,-0.0192162,0.280348,0.145879,-3.08253,0.0718065
1744753541,-0.0192162,0.280348,0.145879,-3.08253,0.0718065
1744753541,-0.0312785,0.29717,0.131047,-3.00955,0.0949662
1744753541,-0.0189992,0.28193,0.149183,-3.0648,0.0687884
1744753541,-0.0177816,0.283128,0.14855,-3.06446,0.0670613
1744753541,-0.0177816,0.283128,0.14855,-3.06446,0.0670613
1744753541,-0.0174726,0.286142,0.148934,-3.0613,0.0637965
1744753541,-0.0187981,0.278884,0.146559,-3.07835,0.0704687
1744753541,-0.0187981,0.278884,0.146559,-3.07835,0.0704687
1744753541,-0.0188821,0.287931,0.148459,-3.0656,0.0636559
1744753541,-0.0184745,0.27918,0.141725,-3.08737,0.0654881
1744753541,-0.0184745,0.27918,0.141725,-3.08737,0.0654881
1744753541,-0.0129311,0.298972,0.130073,-2.96223,0.0768819
1744753541,-0.0182232,0.279961,0.147882,-3.0678,0.067962
1744753541,-0.0182232,0.279961,0.147882,-3.0678,0.067962
1744753541,-0.0194799,0.28275,0.151243,-3.04875,0.0654158
1744753541,-0.0175681,0.282381,0.144348,-3.08602,0.06918
1744753541,-0.0175681,0.282381,0.144348,-3.08602,0.06918
1744753541,-0.0188433,0.288168,0.148981,-3.06094,0.0625961
1744753541,-0.0227247,0.291229,0.142603,-3.05019,0.0739966
1744753541,-0.0227247,0.291229,0.142603,-3.05019,0.0739966
1744753541,-0.0194709,0.28394,0.144654,-3.07541,0.0667726
1744753541,-0.0180626,0.285752,0.150664,-3.05321,0.0638703
1744753541,-0.0180626,0.285752,0.150664,-3.05321,0.0638703
1744753541,-0.0187718,0.286974,0.150949,-3.05572,0.0642371
1744753541,-0.0182823,0.286162,0.151195,-3.04806,0.0621617
1744753541,-0.0182823,0.286162,0.151195,-3.04806,0.0621617
1744753541,-0.0188685,0.283549,0.151412,-3.04708,0.0633334
1744753541,-0.0204155,0.286014,0.143526,-3.07016,0.0701322
1744753541,-0.0204155,0.286014,0.143526,-3.07016,0.0701322
1744753541,-0.0179454,0.28484,0.146373,-3.07444,0.0677926
1744753541,-0.0176521,0.283696,0.149322,-3.05965,0.0660042
1744753541,-0.0176521,0.283696,0.149322,-3.05965,0.0660042
1744753541,-0.0191132,0.291334,0.150372,-3.06105,0.0600651
1744753541,-0.0204043,0.278315,0.150043,-3.0554,0.067226
1744753541,-0.0204043,0.278315,0.150043,-3.0554,0.067226
1744753541,-0.0177958,0.286,0.149642,-3.05754,0.0635223
1744753541,-0.0239223,0.292412,0.150608,-3.03819,0.068259
1744753541,-0.0239223,0.292412,0.150608,-3.03819,0.068259
1744753541,-0.0158414,0.283221,0.150261,-3.04537,0.0623153
1744753541,-0.0172317,0.285368,0.147968,-3.06536,0.0650994
1744753541,-0.0172317,0.285368,0.147968,-3.06536,0.0650994
1744753541,-0.0319516,0.315539,0.130437,-2.8701,0.10356
1744753541,-0.0210888,0.306583,0.131683,-2.84812,0.104454
1744753541,-0.0210888,0.306583,0.131683,-2.84812,0.104454
1744753541,-0.0206031,0.290189,0.14481,-3.06176,0.0710597
1744753541,-0.0174145,0.285387,0.147117,-3.06665,0.0656619
1744753541,-0.0174145,0.285387,0.147117,-3.06665,0.0656619
1744753541,-0.0176434,0.287446,0.148772,-3.05828,0.0621631
1744753541,-0.016989,0.280904,0.144694,-3.07593,0.0670078
1744753541,-0.016989,0.280904,0.144694,-3.07593,0.0670078
1744753541,-0.0168527,0.283778,0.148207,-3.06175,0.0649548
1744753541,-0.0176626,0.283656,0.14937,-3.05907,0.0658218
1744753541,-0.0176626,0.283656,0.14937,-3.05907,0.0658218
1744753541,-0.0192253,0.282851,0.144091,-3.07415,0.0666375
1744753541,-0.0181622,0.287784,0.148391,-3.06529,0.0636457
1744753541,-0.0202272,0.284548,0.151743,-3.05339,0.0663282
1744753542,-0.0202272,0.284548,0.151743,-3.05339,0.0663282
1744753542,-0.0241976,0.292177,0.1424,-3.04738,0.0749892
1744753542,-0.0241976,0.292177,0.1424,-3.04738,0.0749892
1744753542,-0.0199987,0.286918,0.151965,-3.05218,0.0648855
1744753542,-0.0208741,0.278108,0.149823,-3.06453,0.0690244
1744753542,-0.0208741,0.278108,0.149823,-3.06453,0.0690244
1744753542,-0.0184234,0.283005,0.151353,-3.04255,0.0621931
1744753542,-0.0192183,0.285166,0.151594,-3.05139,0.0643311
1744753542,-0.0180636,0.286014,0.14863,-3.06354,0.0651257
