Timestamp,X,Y,Z,Roll,Pitch,ux,uy
1744755290,-0.0145982,0.28347,0.151719,-3.03304,0.0585902,-42.23,-146.94
1744755290,-0.0145982,0.28347,0.151719,-3.03304,0.0585902,-42.23,-146.94
1744755290,-0.0152064,0.279282,0.149991,-3.04011,0.0616878,-22.64,-132.4
1744755290,-0.0166536,0.289592,0.153706,-3.05594,0.0492204,-97.06,-161.97
1744755290,-0.0166536,0.289592,0.153706,-3.05594,0.0492204,-97.06,-161.97
1744755290,-0.0285901,0.277778,0.159344,-3.06133,0.0549346,-105.25,-110.76
1744755290,-0.028235,0.282949,0.149737,-3.05867,0.0664172,-94.98,-75.4
1744755290,-0.0396528,0.291177,0.139952,-2.98053,0.0859646,-124.59,-98.16
1744755290,-0.0396528,0.291177,0.139952,-2.98053,0.0859646,-124.59,-98.16
1744755290,-0.0386379,0.292425,0.138421,-2.9667,0.0877012,-128.29,-101.18
1744755290,-0.0258304,0.2789,0.161931,-3.04841,0.0567139,-134.18,-183.79
1744755290,-0.0258304,0.2789,0.161931,-3.04841,0.0567139,-134.18,-183.79
1744755290,-0.0149415,0.282,0.149367,-3.04211,0.0613926,-41.02,-125.36
1744755290,-0.0157772,0.290861,0.151958,-3.05466,0.0491545,-92.12,-164.8
1744755291,-0.0157772,0.290861,0.151958,-3.05466,0.0491545,-92.12,-164.8
1744755291,-0.0211747,0.287801,0.153665,-3.05962,0.0540697,-94.25,-123.54
1744755291,-0.0153114,0.279034,0.148154,-3.04977,0.063483,-21.95,-116.59
1744755291,-0.0153114,0.279034,0.148154,-3.04977,0.063483,-21.95,-116.59
1744755291,-0.0313901,0.27975,0.155097,-3.04589,0.0641386,-102.29,-97.66
1744755291,-0.0189632,0.290217,0.151218,-3.05801,0.0564433,-84.96,-125.41
1744755291,-0.0189632,0.290217,0.151218,-3.05801,0.0564433,-84.96,-125.41
1744755291,-0.0148305,0.280862,0.151355,-3.03524,0.0600639,-25.45,-153.59
1744755291,-0.0124238,0.279426,0.147926,-3.04229,0.0581744,0.34,-141.46
1744755291,-0.0147029,0.285794,0.151534,-3.03394,0.0573405,-55.17,-148.69
1744755291,-0.0147029,0.285794,0.151534,-3.03394,0.0573405,-55.17,-148.69
1744755291,-0.00900838,0.281264,0.147783,-3.05068,0.0519383,-40.01,-225.93
1744755291,-0.00939457,0.286282,0.149549,-3.03811,0.0542397,-51.8,-199.2
1744755291,-0.00939457,0.286282,0.149549,-3.03811,0.0542397,-51.8,-199.2
1744755291,-0.0149495,0.284089,0.149124,-3.04579,0.0606817,-49.28,-120.97
1744755291,-0.0149548,0.282945,0.149206,-3.04466,0.0612865,-38.65,-122.89
1744755291,-0.0149548,0.282945,0.149206,-3.04466,0.0612865,-38.65,-122.89
1744755291,-0.0148596,0.280774,0.149341,-3.04349,0.0616789,-30.9,-125.7
1744755291,-0.0137491,0.283105,0.151611,-3.03256,0.0584229,-35.96,-151.89
1744755291,-0.0137491,0.283105,0.151611,-3.03256,0.0584229,-35.96,-151.89
1744755291,-0.0139026,0.284058,0.151649,-3.03277,0.0578149,-41.7,-149.53
1744755291,-0.017925,0.291955,0.1514,-3.053,0.0532829,-88.04,-147.73
1744755291,-0.017925,0.291955,0.1514,-3.053,0.0532829,-88.04,-147.73
1744755291,-0.0144249,0.281295,0.150439,-3.03706,0.0605814,-37.49,-134.11
1744755291,-0.030817,0.280154,0.153651,-3.05138,0.0642648,-98.52,-88.43
1744755291,-0.030817,0.280154,0.153651,-3.05138,0.0642648,-98.52,-88.43
1744755291,-0.0135562,0.284323,0.151572,-3.03175,0.0575348,-45.02,-153.31
1744755291,-0.0156185,0.279903,0.149665,-3.04425,0.062479,-21.89,-126.3
1744755291,-0.0157101,0.286201,0.149269,-3.05002,0.0597223,-62.04,-119.26
1744755291,-0.0157101,0.286201,0.149269,-3.05002,0.0597223,-62.04,-119.26
1744755291,-0.0186164,0.283981,0.148167,-3.06337,0.0623683,-72.7,-83.45
1744755291,-0.0289862,0.306669,0.128629,-2.89745,0.0839822,-161.51,-128.89
